&a / °	I1 / %
4,068	20,8
4,063	24,3
4,057	23,7
4,052	21,0
4,047	18,8
4,041	18,8
4,036	20,5
4,031	20,3
4,025	17,5
4,020	14,0
4,015	11,6
4,009	10,8
4,004	12,4
3,999	15,1
3,994	16,0
3,988	15,6
3,983	14,9
3,978	16,0
3,972	20,4
3,967	25,1
3,962	25,6
3,956	23,2
3,951	20,3
3,946	19,2
3,940	20,8
3,935	22,0
3,930	19,9
3,924	16,3
3,919	13,2
3,914	11,4
3,908	11,4
3,903	13,8
3,898	16,3
3,892	16,7
3,887	15,9
3,882	15,6
3,876	17,6
3,871	22,5
3,866	26,2
3,860	25,8
3,855	23,4
3,850	20,6
3,844	19,8
3,839	21,6
3,834	22,4
3,829	20,1
3,823	16,5
3,818	13,6
3,813	11,7
3,807	11,6
3,802	14,0
3,797	16,5
3,791	17,0
3,786	16,4
3,781	16,0
3,775	17,3
3,770	21,7
3,765	26,4
3,759	27,1
3,754	25,1
3,749	22,3
3,743	20,2
3,738	21,1
3,733	23,1
3,727	21,9
3,722	18,7
3,717	15,2
3,711	12,8
3,706	11,6
3,701	12,6
3,695	15,3
3,690	17,2
3,685	17,2
3,679	16,6
3,674	16,5
3,669	18,4
3,663	23,3
3,658	27,4
3,653	27,6
3,647	25,4
3,642	22,4
3,637	20,4
3,632	21,2
3,626	23,3
3,621	22,3
3,616	19,1
3,610	15,6
3,605	13,1
3,600	11,6
3,594	12,3
3,589	14,9
3,584	17,1
3,578	17,6
3,573	17,2
3,568	16,7
3,562	17,6
3,557	21,4
3,552	26,4
3,546	28,2
3,541	27,0
3,536	24,2
3,530	21,2
3,525	20,2
3,520	22,3
3,514	23,5
3,509	21,5
3,504	18,0
3,498	14,8
3,493	12,4
3,488	11,6
3,482	12,6
3,477	15,3
3,472	17,3
3,466	18,0
3,461	17,6
3,456	17,2
3,450	18,0
3,445	21,6
3,440	26,4
3,434	28,8
3,429	27,9
3,424	25,2
3,418	21,9
3,413	20,3
3,408	21,5
3,402	23,1
3,397	22,2
3,392	19,4
3,386	15,8
3,381	13,0
3,376	11,5
3,370	11,7
3,365	13,8
3,360	16,6
3,354	18,1
3,349	18,4
3,344	17,9
3,338	17,7
3,333	18,9
3,328	22,9
3,322	27,4
3,317	29,2
3,312	28,1
3,306	25,2
3,301	21,9
3,296	20,3
3,291	21,9
3,285	23,9
3,280	23,1
3,275	20,1
3,269	16,8
3,264	14,0
3,259	12,4
3,253	12,0
3,248	13,3
3,243	16,0
3,237	18,0
3,232	18,4
3,227	17,7
3,221	17,2
3,216	17,6
3,211	20,1
3,205	24,9
3,200	28,8
3,195	29,8
3,189	28,1
3,184	24,8
3,179	21,8
3,173	20,9
3,168	22,9
3,163	24,1
3,157	22,6
3,152	19,7
3,147	16,8
3,141	14,4
3,136	12,6
3,131	12,1
3,125	13,4
3,120	16,0
3,115	18,4
3,109	19,6
3,104	19,6
3,099	19,1
3,093	18,8
3,088	20,0
3,083	23,7
3,077	28,3
3,072	30,8
3,067	30,4
3,061	27,6
3,056	24,0
3,051	21,6
3,045	21,8
3,040	24,2
3,035	25,3
3,029	23,7
3,024	20,5
3,019	17,2
3,013	14,6
3,008	12,9
3,003	12,4
2,997	13,5
2,992	15,9
2,987	18,4
2,981	20,0
2,976	20,4
2,971	20,0
2,965	19,5
2,960	19,9
2,955	22,5
2,949	27,1
2,944	31,1
2,939	32,4
2,933	30,7
2,928	27,4
2,923	23,9
2,917	21,9
2,912	22,9
2,907	25,3
2,901	25,9
2,896	23,9
2,891	20,7
2,885	17,4
2,880	14,9
2,875	13,2
2,869	12,5
2,864	13,2
2,859	15,5
2,853	18,0
2,848	19,9
2,843	20,7
2,837	20,7
2,832	20,3
2,827	20,2
2,821	21,5
2,816	25,1
2,811	29,8
2,805	32,9
2,800	33,0
2,795	30,9
2,789	27,2
2,784	24,0
2,779	22,4
2,773	23,6
2,768	26,0
2,763	26,8
2,757	25,0
2,752	21,8
2,747	18,5
2,741	15,7
2,736	12,5
2,731	12,3
2,725	12,8
2,720	14,7
2,715	17,4
2,709	19,9
2,704	21,4
2,699	21,7
2,693	21,2
2,688	20,8
2,683	20,8
2,677	22,5
2,672	26,3
2,667	31,1
2,661	34,2
2,656	34,5
2,651	32,1
2,645	28,6
2,640	25,1
2,635	23,1
2,629	23,2
2,624	25,4
2,619	27,0
2,613	26,3
2,608	23,8
2,602	20,4
2,597	17,3
2,592	14,9
2,586	13,3
2,581	12,7
2,576	13,1
2,570	15,0
2,565	17,6
2,560	20,1
2,554	21,6
2,549	21,9
2,544	21,4
2,538	20,9
2,533	20,8
2,528	21,9
2,522	24,7
2,517	29,2
2,512	33,3
2,506	35,2
2,501	34,4
2,496	31,6
2,490	27,9
2,485	24,5
2,480	22,7
2,474	23,3
2,469	25,7
2,464	27,6
2,458	27,1
2,453	24,8
2,448	21,5
2,442	18,4
2,437	15,8
2,432	14,0
2,426	13,0
2,421	12,9
2,416	14,1
2,410	16,4
2,405	19,2
2,400	21,5
2,394	22,8
2,389	23,1
2,384	22,6
2,378	22,0
2,373	21,7
2,368	22,3
2,362	24,4
2,357	28,4
2,352	32,9
2,346	36,0
2,341	36,4
2,336	34,6
2,330	31,0
2,325	27,2
2,320	24,1
2,314	22,8
2,309	23,6
2,304	25,8
2,298	27,5
2,293	27,4
2,288	25,6
2,282	22,7
2,277	19,7
2,272	17,1
2,266	15,1
2,261	13,9
2,256	13,4
2,250	13,7
2,245	15,2
2,240	17,6
2,234	20,3
2,229	22,6
2,223	23,8
2,218	23,9
2,213	23,4
2,207	22,6
2,202	21,9
2,197	21,9
2,191	22,8
2,186	25,6
2,181	29,6
2,175	33,8
2,170	36,3
2,165	36,6
2,159	34,4
2,154	30,9
2,149	27,2
2,143	24,3
2,138	22,7
2,133	22,9
2,127	24,9
2,122	27,3
2,117	28,1
2,111	27,2
2,106	24,8
2,101	22,1
2,095	19,3
2,090	16,8
2,085	14,8
2,079	13,6
2,074	12,8
2,069	12,6
2,063	13,2
2,058	14,8
2,053	17,2
2,047	19,6
2,042	21,2
2,037	22,1
2,031	22,3
2,026	22,0
2,021	21,3
2,015	20,8
2,010	20,7
2,005	21,4
1,999	23,2
1,994	26,4
1,989	30,8
1,983	34,6
1,978	36,7
1,972	36,5
1,967	34,5
1,962	31,2
1,956	27,6
1,951	24,7
1,946	22,6
1,940	22,2
1,935	23,2
1,930	25,4
1,924	27,5
1,919	28,2
1,914	27,1
1,908	24,7
1,903	21,9
1,898	19,1
1,892	16,5
1,887	14,6
1,882	13,3
1,876	12,6
1,871	12,3
1,866	12,7
1,860	13,6
1,855	15,4
1,850	17,8
1,844	20,3
1,839	22,3
1,834	23,5
1,828	23,6
1,823	23,2
1,818	22,4
1,812	21,7
1,807	21,0
1,802	20,6
1,796	20,8
1,791	22,0
1,786	24,8
1,780	28,8
1,775	32,9
1,769	36,1
1,764	37,6
1,759	36,8
1,753	34,4
1,748	31,2
1,743	27,6
1,737	24,8
1,732	22,4
1,727	21,3
1,721	21,7
1,716	23,3
1,711	25,6
1,705	27,5
1,700	28,1
1,695	27,3
1,689	25,2
1,684	22,6
1,679	19,8
1,673	17,6
1,668	15,6
1,663	14,0
1,657	12,8
1,652	12,2
1,647	11,9
1,641	12,0
1,636	12,7
1,631	14,0
1,625	15,6
1,620	17,7
1,615	19,9
1,609	21,6
1,604	22,6
1,599	23,0
1,593	22,8
1,588	22,4
1,582	22,1
1,577	21,6
1,572	21,2
1,566	21,2
1,561	21,6
1,556	22,4
1,550	24,0
1,545	26,8
1,540	30,4
1,534	34,2
1,529	36,9
1,524	38,2
1,518	38,0
1,513	36,4
1,508	33,6
1,502	30,2
1,497	26,9
1,492	24,4
1,486	22,4
1,481	21,5
1,476	21,5
1,470	22,4
1,465	24,3
1,460	26,6
1,454	28,3
1,449	29,2
1,444	28,9
1,438	27,4
1,433	25,2
1,428	22,7
1,422	20,2
1,417	17,8
1,411	15,4
1,406	13,7
1,401	12,4
1,395	11,6
1,390	11,2
1,385	11,3
1,379	11,7
1,374	12,3
1,369	13,1
1,363	14,2
1,358	15,6
1,353	17,6
1,347	19,9
1,342	21,6
1,337	23,2
1,331	24,1
1,326	24,4
1,321	24,4
1,315	24,0
1,310	23,6
1,305	23,0
1,299	22,6
1,294	22,2
1,289	21,9
1,283	21,8
1,278	21,9
1,273	22,6
1,267	24,1
1,262	26,6
1,256	29,8
1,251	33,5
1,246	36,9
1,240	39,5
1,235	40,8
1,230	40,6
1,224	39,2
1,219	36,6
1,214	33,5
1,208	30,3
1,203	27,4
1,198	25,0
1,192	23,0
1,187	21,6
1,182	20,9
1,176	20,9
1,171	21,7
1,166	23,0
1,160	24,9
1,155	27,0
1,150	28,9
1,144	30,1
1,139	30,6
1,134	30,2
1,128	29,1
1,123	27,2
1,118	25,2
1,112	22,8
1,107	20,8
1,101	18,8
1,096	17,2
1,091	16,0
1,085	15,0
1,080	14,3
1,075	13,6
1,069	13,1
1,064	12,7
1,059	12,4
1,053	12,4
1,048	12,4
1,043	12,7
1,037	13,2
1,032	14,3
1,027	15,5
1,021	17,1
1,016	18,7
1,011	20,4
1,005	22,2
1,000	23,7
0,995	24,9
0,989	25,7
0,984	26,0
0,979	26,0
0,973	25,7
0,968	25,3
0,962	24,6
0,957	24,0
0,952	23,5
0,946	23,1
0,941	22,7
0,936	22,6
0,930	22,2
0,925	21,9
0,920	21,6
0,914	21,9
0,909	22,4
0,904	23,6
0,898	25,2
0,893	27,2
0,888	29,6
0,882	32,6
0,877	35,8
0,872	38,9
0,866	41,5
0,861	43,6
0,856	44,8
0,850	45,2
0,845	44,7
0,840	43,3
0,834	41,3
0,829	38,9
0,823	36,2
0,818	33,5
0,813	30,9
0,807	28,6
0,802	26,6
0,797	25,0
0,791	23,5
0,786	22,4
0,781	21,6
0,775	21,2
0,770	21,2
0,765	21,5
0,759	21,9
0,754	22,8
0,749	23,8
0,743	25,0
0,738	26,2
0,733	27,6
0,727	28,9
0,722	30,1
0,717	30,9
0,711	31,8
0,706	32,4
0,701	32,4
0,695	31,6
0,690	30,5
0,684	29,2
0,679	27,9
0,674	26,4
0,668	24,8
0,663	23,2
0,658	21,6
0,652	20,2
0,647	19,0
0,642	17,9
0,636	17,0
0,631	16,2
0,626	15,3
0,620	14,5
0,615	13,8
0,610	13,3
0,604	12,9
0,599	12,5
0,594	12,4
0,588	12,3
0,583	12,3
0,578	12,2
0,572	12,2
0,567	12,0
0,561	12,0
0,556	12,0
0,551	12,1
0,545	12,3
0,540	12,5
0,535	12,9
0,529	13,3
0,524	13,7
0,519	14,1
0,513	14,5
0,508	14,9
0,503	15,4
0,497	16,1
0,492	16,8
0,487	17,7
0,481	18,6
0,476	19,6
0,471	20,6
0,465	21,5
0,460	22,4
0,455	23,2
0,449	24,0
0,444	24,8
0,438	25,6
0,433	26,2
0,428	26,7
0,422	27,3
0,417	27,4
0,412	27,4
0,406	27,3
0,401	27,3
0,396	27,3
0,390	27,1
0,385	26,9
0,380	26,6
0,374	26,4
0,369	26,1
0,364	25,7
0,358	25,3
0,353	24,8
0,348	24,1
0,342	23,7
0,337	23,4
0,332	23,2
0,326	23,0
0,321	22,7
0,316	22,5
0,310	22,3
0,305	22,1
0,299	22,0
0,294	21,9
0,289	21,7
0,283	21,6
0,278	21,3
0,273	21,4
0,267	21,4
0,262	21,3
0,257	21,2
0,251	21,2
0,246	21,2
0,241	21,3
0,235	21,4
0,230	21,6
0,225	21,6
0,219	21,6
0,214	21,3
0,209	21,2
0,203	21,1
0,198	21,0
0,193	21,0
0,187	21,0
0,182	20,9
0,176	20,9
0,171	20,9
0,166	20,9
0,160	20,9
0,155	21,0
0,150	21,0
0,144	21,3
0,139	21,5
0,134	21,8
0,128	21,9
0,123	22,0
0,118	22,0
0,112	22,0
0,107	22,1
0,102	22,3
0,096	22,5
0,091	22,7
0,086	22,7
0,080	22,7
0,075	22,7
0,070	22,7
0,064	22,6
0,059	22,7
0,053	22,7
0,048	22,8
0,043	22,8
0,037	22,8
0,032	22,8
0,027	22,8
0,021	22,8
0,016	22,8
0,011	22,8
0,005	23,0
0,000	23,4
-0,005	23,4
-0,011	23,3
-0,016	23,2
-0,021	23,2
-0,027	23,2
-0,032	23,2
-0,037	23,2
-0,043	23,2
-0,048	23,1
-0,053	22,8
-0,059	22,6
-0,064	22,5
-0,070	22,5
-0,075	22,4
-0,080	22,4
-0,086	22,4
-0,091	22,3
-0,096	22,1
-0,102	22,0
-0,107	22,0
-0,112	22,0
-0,118	22,0
-0,123	22,0
-0,128	22,0
-0,134	22,0
-0,139	22,0
-0,144	22,0
-0,150	22,0
-0,155	21,9
-0,160	21,8
-0,166	21,8
-0,171	21,8
-0,176	21,4
-0,182	20,0
-0,187	18,4
-0,193	17,7
-0,198	18,4
-0,203	18,8
-0,209	18,6
-0,214	18,1
-0,219	17,9
-0,225	18,4
-0,230	19,6
-0,235	20,8
-0,241	21,3
-0,246	21,6
-0,251	21,4
-0,257	21,2
-0,262	21,4
-0,267	21,7
-0,273	22,2
-0,278	22,1
-0,283	21,6
-0,289	21,2
-0,294	21,6
-0,299	22,2
-0,305	22,8
-0,310	23,2
-0,316	23,4
-0,321	23,8
-0,326	24,1
-0,332	24,5
-0,337	24,9
-0,342	25,3
-0,348	25,7
-0,353	26,0
-0,358	26,5
-0,364	26,9
-0,369	27,2
-0,374	27,5
-0,380	27,8
-0,385	27,8
-0,390	27,7
-0,396	27,6
-0,401	27,3
-0,406	26,9
-0,412	26,3
-0,417	25,5
-0,422	24,6
-0,428	23,8
-0,433	22,9
-0,438	21,9
-0,444	20,9
-0,449	20,0
-0,455	19,1
-0,460	18,2
-0,465	17,5
-0,471	16,8
-0,476	16,1
-0,481	15,4
-0,487	14,9
-0,492	14,4
-0,497	14,0
-0,503	13,5
-0,508	13,1
-0,513	12,7
-0,519	12,5
-0,524	12,4
-0,529	12,4
-0,535	12,4
-0,540	12,3
-0,545	12,3
-0,551	12,3
-0,556	12,3
-0,561	12,4
-0,567	12,5
-0,572	12,8
-0,578	13,2
-0,583	13,6
-0,588	14,0
-0,594	14,6
-0,599	15,2
-0,604	16,0
-0,610	16,6
-0,615	17,6
-0,620	18,7
-0,626	19,9
-0,631	21,2
-0,636	22,8
-0,642	24,4
-0,647	26,4
-0,652	28,0
-0,658	29,8
-0,663	31,3
-0,668	32,5
-0,674	33,3
-0,679	33,6
-0,684	33,2
-0,690	32,5
-0,695	31,5
-0,701	30,1
-0,706	28,4
-0,711	26,8
-0,717	25,2
-0,722	24,0
-0,727	23,1
-0,733	22,3
-0,738	21,7
-0,743	21,3
-0,749	21,3
-0,754	21,7
-0,759	22,4
-0,765	23,2
-0,770	24,5
-0,775	26,1
-0,781	28,0
-0,786	30,1
-0,791	32,5
-0,797	34,9
-0,802	37,4
-0,807	39,8
-0,813	41,9
-0,818	43,5
-0,823	44,4
-0,829	44,5
-0,834	43,7
-0,840	42,1
-0,845	39,6
-0,850	36,7
-0,856	33,6
-0,861	30,8
-0,866	28,5
-0,872	26,7
-0,877	25,1
-0,882	24,0
-0,888	23,2
-0,893	22,6
-0,898	22,2
-0,904	22,0
-0,909	21,9
-0,914	22,0
-0,920	22,1
-0,925	22,5
-0,930	22,9
-0,936	23,5
-0,941	24,3
-0,946	25,2
-0,952	26,0
-0,957	26,5
-0,962	26,6
-0,968	26,4
-0,973	25,5
-0,979	23,9
-0,984	22,0
-0,989	20,0
-0,995	18,0
-1,000	16,4
-1,005	14,9
-1,011	13,9
-1,016	13,1
-1,021	12,6
-1,027	12,2
-1,032	12,0
-1,037	12,0
-1,043	12,1
-1,048	12,4
-1,053	12,8
-1,059	13,6
-1,064	14,6
-1,069	15,8
-1,075	17,2
-1,080	18,8
-1,085	21,2
-1,091	23,7
-1,096	26,5
-1,101	28,9
-1,107	30,6
-1,112	31,3
-1,118	31,0
-1,123	29,6
-1,128	27,6
-1,134	25,5
-1,139	23,6
-1,144	22,1
-1,150	21,2
-1,155	20,8
-1,160	21,1
-1,166	22,3
-1,171	24,3
-1,176	26,8
-1,182	29,5
-1,187	32,5
-1,192	35,6
-1,198	38,4
-1,203	40,4
-1,208	41,3
-1,214	40,6
-1,219	38,2
-1,224	35,0
-1,230	31,5
-1,235	28,3
-1,240	25,6
-1,246	23,7
-1,251	22,4
-1,256	21,6
-1,262	21,2
-1,267	21,1
-1,273	21,1
-1,278	21,5
-1,283	22,0
-1,289	22,8
-1,294	23,8
-1,299	24,6
-1,305	25,0
-1,310	24,6
-1,315	23,2
-1,321	21,2
-1,326	18,8
-1,331	16,8
-1,337	14,9
-1,342	13,6
-1,347	12,7
-1,353	12,1
-1,358	11,8
-1,363	11,8
-1,369	12,2
-1,374	12,8
-1,379	13,7
-1,385	15,0
-1,390	16,4
-1,395	18,5
-1,401	21,4
-1,406	24,9
-1,411	28,1
-1,417	30,0
-1,422	30,3
-1,428	28,7
-1,433	26,0
-1,438	23,7
-1,444	22,0
-1,449	21,2
-1,454	21,2
-1,460	22,0
-1,465	23,6
-1,470	26,1
-1,476	29,2
-1,481	32,5
-1,486	35,7
-1,492	38,2
-1,497	39,0
-1,502	37,6
-1,508	34,5
-1,513	30,9
-1,518	27,6
-1,524	24,8
-1,529	22,8
-1,534	21,6
-1,540	20,8
-1,545	20,5
-1,550	20,8
-1,556	21,5
-1,561	22,3
-1,566	23,2
-1,572	24,0
-1,577	24,1
-1,582	23,0
-1,588	21,0
-1,593	18,5
-1,599	16,1
-1,604	14,4
-1,609	13,2
-1,615	12,4
-1,620	12,0
-1,625	12,0
-1,631	12,4
-1,636	13,3
-1,641	14,9
-1,647	17,0
-1,652	19,9
-1,657	23,3
-1,663	26,8
-1,668	29,2
-1,673	29,6
-1,679	27,9
-1,684	25,5
-1,689	23,2
-1,695	21,9
-1,700	21,5
-1,705	22,4
-1,711	24,4
-1,716	27,5
-1,721	31,1
-1,727	34,7
-1,732	37,2
-1,737	37,6
-1,743	35,7
-1,748	32,5
-1,753	28,9
-1,759	25,7
-1,764	23,2
-1,769	21,6
-1,775	20,7
-1,780	20,3
-1,786	20,7
-1,791	21,5
-1,796	22,3
-1,802	22,9
-1,807	22,9
-1,812	21,7
-1,818	19,7
-1,823	17,5
-1,828	15,3
-1,834	13,8
-1,839	12,7
-1,844	12,3
-1,850	12,3
-1,855	12,9
-1,860	14,1
-1,866	16,0
-1,871	18,7
-1,876	22,3
-1,882	26,1
-1,887	28,9
-1,892	29,1
-1,898	27,2
-1,903	24,5
-1,908	22,4
-1,914	21,6
-1,919	22,4
-1,924	24,4
-1,930	27,2
-1,935	30,5
-1,940	34,1
-1,946	36,9
-1,951	37,5
-1,956	34,9
-1,962	30,9
-1,967	26,9
-1,972	23,9
-1,978	21,9
-1,983	20,8
-1,989	20,4
-1,994	21,0
-1,999	22,0
-2,005	23,2
-2,010	23,6
-2,015	22,8
-2,021	20,3
-2,026	17,5
-2,031	15,1
-2,037	13,4
-2,042	12,4
-2,047	12,3
-2,053	12,7
-2,058	13,7
-2,063	15,6
-2,069	18,6
-2,074	22,6
-2,079	26,9
-2,085	29,1
-2,090	28,3
-2,095	25,7
-2,101	23,3
-2,106	22,1
-2,111	22,5
-2,117	24,4
-2,122	27,4
-2,127	31,0
-2,133	34,7
-2,138	37,0
-2,143	36,3
-2,149	32,8
-2,154	28,4
-2,159	24,8
-2,165	22,2
-2,170	20,8
-2,175	20,4
-2,181	20,8
-2,186	22,0
-2,191	23,3
-2,197	23,6
-2,202	21,9
-2,207	19,0
-2,213	16,2
-2,218	14,2
-2,223	12,9
-2,229	12,5
-2,234	12,9
-2,240	14,2
-2,245	16,1
-2,250	18,7
-2,256	22,3
-2,261	25,9
-2,266	27,3
-2,272	25,9
-2,277	23,5
-2,282	22,2
-2,288	22,6
-2,293	24,4
-2,298	27,2
-2,304	31,0
-2,309	35,0
-2,314	37,2
-2,320	35,4
-2,325	31,0
-2,330	26,6
-2,336	23,3
-2,341	21,2
-2,346	20,4
-2,352	20,5
-2,357	21,7
-2,362	22,9
-2,368	23,0
-2,373	21,1
-2,378	18,3
-2,384	15,6
-2,389	13,6
-2,394	12,8
-2,400	12,8
-2,405	13,6
-2,410	15,6
-2,416	18,8
-2,421	23,5
-2,426	27,5
-2,432	28,1
-2,437	25,9
-2,442	23,5
-2,448	22,3
-2,453	22,8
-2,458	24,9
-2,464	28,1
-2,469	32,1
-2,474	35,6
-2,480	35,4
-2,485	31,8
-2,490	27,2
-2,496	23,6
-2,501	21,4
-2,506	20,4
-2,512	20,4
-2,517	21,2
-2,522	22,3
-2,528	22,1
-2,533	19,9
-2,538	16,9
-2,544	14,5
-2,549	13,2
-2,554	12,8
-2,560	13,4
-2,565	15,1
-2,570	18,0
-2,576	22,4
-2,581	26,2
-2,586	27,0
-2,592	25,1
-2,597	23,1
-2,602	22,5
-2,608	23,4
-2,613	25,4
-2,619	28,6
-2,624	32,4
-2,629	34,4
-2,635	32,3
-2,640	28,1
-2,645	24,2
-2,651	21,8
-2,656	20,6
-2,661	20,4
-2,667	21,2
-2,672	22,4
-2,677	22,0
-2,683	19,6
-2,688	16,5
-2,693	14,1
-2,699	12,9
-2,704	12,8
-2,709	13,7
-2,715	16,1
-2,720	19,7
-2,725	23,6
-2,731	25,6
-2,736	25,7
-2,741	23,8
-2,747	22,8
-2,752	23,3
-2,757	25,2
-2,763	28,4
-2,768	32,2
-2,773	33,9
-2,779	31,6
-2,784	27,3
-2,789	23,7
-2,795	21,3
-2,800	20,1
-2,805	20,1
-2,811	21,2
-2,816	21,8
-2,821	20,4
-2,827	17,7
-2,832	15,2
-2,837	13,8
-2,843	13,3
-2,848	14,0
-2,853	16,0
-2,859	19,6
-2,864	24,0
-2,869	26,1
-2,875	25,0
-2,880	23,0
-2,885	22,2
-2,891	23,1
-2,896	25,3
-2,901	28,9
-2,907	32,5
-2,912	32,6
-2,917	29,2
-2,923	25,0
-2,928	21,8
-2,933	20,1
-2,939	19,7
-2,944	20,4
-2,949	21,3
-2,955	20,6
-2,960	18,2
-2,965	15,7
-2,971	14,0
-2,976	13,4
-2,981	13,9
-2,987	15,9
-2,992	19,6
-2,997	24,0
-3,003	25,5
-3,008	24,3
-3,013	22,6
-3,019	22,3
-3,024	23,6
-3,029	26,4
-3,035	30,4
-3,040	32,7
-3,045	30,8
-3,051	26,4
-3,056	22,4
-3,061	20,0
-3,067	19,0
-3,072	19,7
-3,077	20,9
-3,083	20,5
-3,088	18,1
-3,093	15,6
-3,099	13,9
-3,104	13,3
-3,109	13,9
-3,115	16,2
-3,120	20,2
-3,125	23,9
-3,131	24,4
-3,136	22,8
-3,141	21,6
-3,147	22,0
-3,152	24,0
-3,157	27,6
-3,163	31,2
-3,168	31,2
-3,173	27,5
-3,179	23,5
-3,184	20,7
-3,189	19,5
-3,195	19,6
-3,200	20,4
-3,205	20,1
-3,211	18,0
-3,216	15,3
-3,221	13,7
-3,227	13,0
-3,232	13,8
-3,237	16,2
-3,243	20,6
-3,248	24,1
-3,253	24,1
-3,259	22,3
-3,264	21,2
-3,269	21,8
-3,275	24,4
-3,280	28,7
-3,285	30,7
-3,291	27,2
-3,296	22,0
-3,301	18,0
-3,306	16,7
-3,312	16,9
-3,317	18,3
-3,322	19,1
-3,328	18,0
-3,333	15,6
-3,338	13,6
-3,344	12,8
-3,349	13,2
-3,354	15,6
-3,360	20,0
-3,365	23,4
-3,370	23,4
-3,376	21,8
-3,381	21,0
-3,386	21,7
-3,392	24,2
-3,397	28,1
-3,402	29,9
-3,408	27,5
-3,413	23,4
-3,418	20,2
-3,424	18,6
