&a / °	I1 / %
2,528	19,6
2,522	22,8
2,517	26,5
2,512	29,3
2,506	30,5
2,501	30,1
2,496	29,8
2,490	29,2
2,485	27,4
2,480	24,3
2,474	20,4
2,469	16,7
2,464	13,5
2,458	10,8
2,453	8,8
2,448	7,5
2,442	6,6
2,437	5,8
2,432	5,4
2,426	5,1
2,421	5,1
2,416	5,1
2,410	5,2
2,405	5,6
2,400	6,1
2,394	7,2
2,389	8,8
2,384	11,5
2,378	14,5
2,373	17,1
2,368	19,5
2,362	22,0
2,357	25,6
2,352	28,8
2,346	30,8
2,341	31,2
2,336	30,8
2,330	30,4
2,325	29,5
2,320	27,5
2,314	24,3
2,309	20,6
2,304	17,0
2,298	13,9
2,293	11,6
2,288	10,0
2,282	8,8
2,277	7,8
2,272	7,1
2,266	6,7
2,261	6,4
2,256	6,4
2,250	6,4
2,245	6,4
2,240	6,5
2,234	6,8
2,229	7,3
2,223	8,1
2,218	9,6
2,213	11,9
2,207	14,5
2,202	17,1
2,197	19,1
2,191	21,2
2,186	24,0
2,181	27,2
2,175	30,1
2,170	31,6
2,165	31,8
2,159	31,2
2,154	30,4
2,149	29,6
2,143	28,0
2,138	25,2
2,133	21,9
2,127	18,2
2,122	15,0
2,117	12,2
2,111	10,2
2,106	8,6
2,101	7,4
2,095	6,6
2,090	6,0
2,085	5,6
2,079	5,2
2,074	5,0
2,069	5,0
2,063	5,0
2,058	5,1
2,053	5,2
2,047	5,6
2,042	6,0
2,037	6,8
2,031	8,3
2,026	10,4
2,021	13,1
2,015	15,6
2,010	17,7
2,005	19,6
1,999	21,9
1,994	24,8
1,989	27,9
1,983	30,3
1,978	31,3
1,972	31,3
1,967	30,5
1,962	30,0
1,956	29,2
1,951	28,0
1,946	25,6
1,940	22,5
1,935	19,2
1,930	16,0
1,924	13,2
1,919	11,2
1,914	9,6
1,908	8,4
1,903	7,6
1,898	7,2
1,892	6,8
1,887	6,4
1,882	6,1
1,876	6,1
1,871	6,0
1,866	6,0
1,860	6,0
1,855	6,3
1,850	6,5
1,844	6,8
1,839	7,2
1,834	7,8
1,828	8,8
1,823	10,1
1,818	12,1
1,812	14,4
1,807	16,7
1,802	18,3
1,796	19,7
1,791	21,6
1,786	24,1
1,780	26,9
1,775	29,7
1,769	31,6
1,764	32,0
1,759	31,5
1,753	30,6
1,748	29,9
1,743	29,2
1,737	28,3
1,732	26,4
1,727	23,6
1,721	20,8
1,716	17,6
1,711	14,8
1,705	12,4
1,700	10,7
1,695	9,2
1,689	8,0
1,684	7,2
1,679	6,4
1,673	6,0
1,668	5,6
1,663	5,3
1,657	5,2
1,652	5,1
1,647	5,0
1,641	5,0
1,636	5,0
1,631	5,2
1,625	5,2
1,620	5,6
1,615	6,0
1,609	6,4
1,604	6,8
1,599	7,6
1,593	8,8
1,588	10,4
1,582	12,6
1,577	15,1
1,572	17,4
1,566	19,4
1,561	20,9
1,556	22,1
1,550	23,7
1,545	26,0
1,540	28,7
1,534	31,1
1,529	32,4
1,524	32,8
1,518	32,4
1,513	31,9
1,508	30,8
1,502	30,4
1,497	30,0
1,492	29,2
1,486	27,7
1,481	25,6
1,476	22,7
1,470	19,9
1,465	17,0
1,460	14,6
1,454	12,5
1,449	10,9
1,444	9,6
1,438	8,4
1,433	7,6
1,428	6,8
1,422	6,4
1,417	6,0
1,411	5,6
1,406	5,2
1,401	4,8
1,395	4,8
1,390	4,8
1,385	4,8
1,379	4,8
1,374	4,9
1,369	4,9
1,363	5,2
1,358	5,3
1,353	5,7
1,347	6,0
1,342	6,4
1,337	6,8
1,331	7,6
1,326	8,4
1,321	9,5
1,315	10,8
1,310	12,4
1,305	14,4
1,299	16,8
1,294	18,8
1,289	20,4
1,283	21,6
1,278	22,4
1,273	23,4
1,267	24,8
1,262	26,6
1,256	28,8
1,251	31,1
1,246	33,1
1,240	34,4
1,235	34,8
1,230	34,3
1,224	33,2
1,219	32,0
1,214	30,8
1,208	30,2
1,203	29,9
1,198	29,7
1,192	29,1
1,187	27,8
1,182	25,9
1,176	23,5
1,171	21,0
1,166	18,5
1,160	16,1
1,155	14,1
1,150	12,4
1,144	11,2
1,139	10,0
1,134	9,2
1,128	8,4
1,123	8,0
1,118	7,6
1,112	7,2
1,107	7,0
1,101	6,8
1,096	6,8
1,091	6,6
1,085	6,5
1,080	6,4
1,075	6,4
1,069	6,4
1,064	6,3
1,059	6,1
1,053	6,0
1,048	5,9
1,043	5,9
1,037	5,9
1,032	5,9
1,027	5,9
1,021	5,9
1,016	5,9
1,011	6,0
1,005	6,0
1,000	6,4
0,995	6,8
0,989	7,2
0,984	7,6
0,979	8,3
0,973	9,1
0,968	9,9
0,962	11,1
0,957	12,6
0,952	14,3
0,946	16,1
0,941	18,0
0,936	19,9
0,930	21,1
0,925	21,9
0,920	22,4
0,914	23,0
0,909	23,9
0,904	25,2
0,898	26,4
0,893	27,9
0,888	29,5
0,882	31,3
0,877	33,2
0,872	35,2
0,866	36,5
0,861	37,5
0,856	38,0
0,850	38,0
0,845	37,3
0,840	36,3
0,834	35,0
0,829	33,7
0,823	32,5
0,818	31,6
0,813	30,8
0,807	30,7
0,802	30,7
0,797	30,7
0,791	30,5
0,786	30,0
0,781	29,2
0,775	27,7
0,770	26,0
0,765	24,2
0,759	22,2
0,754	20,4
0,749	18,5
0,743	16,9
0,738	15,4
0,733	14,2
0,727	13,1
0,722	12,3
0,717	11,5
0,711	10,8
0,706	10,3
0,701	9,8
0,695	9,2
0,690	8,8
0,684	8,4
0,679	7,9
0,674	7,6
0,668	7,2
0,663	6,9
0,658	6,7
0,652	6,4
0,647	6,2
0,642	6,0
0,636	5,9
0,631	5,7
0,626	5,6
0,620	5,5
0,615	5,5
0,610	5,4
0,604	5,3
0,599	5,2
0,594	5,2
0,588	5,2
0,583	5,2
0,578	5,2
0,572	5,2
0,567	5,2
0,561	5,4
0,556	5,6
0,551	5,8
0,545	5,9
0,540	6,0
0,535	6,0
0,529	6,0
0,524	6,0
0,519	6,0
0,513	6,0
0,508	6,0
0,503	6,0
0,497	6,0
0,492	6,0
0,487	6,0
0,481	6,0
0,476	6,0
0,471	6,0
0,465	6,0
0,460	6,0
0,455	6,0
0,449	6,0
0,444	6,3
0,438	6,4
0,433	6,6
0,428	6,8
0,422	7,0
0,417	7,2
0,412	7,3
0,406	7,7
0,401	8,1
0,396	8,5
0,390	8,9
0,385	9,3
0,380	9,7
0,374	10,0
0,369	10,4
0,364	10,4
0,358	10,8
0,353	11,2
0,348	11,6
0,342	12,0
0,337	12,4
0,332	12,8
0,326	13,2
0,321	13,6
0,316	14,1
0,310	14,8
0,305	15,5
0,299	16,1
0,294	16,5
0,289	17,2
0,283	17,9
0,278	18,3
0,273	18,8
0,267	19,5
0,262	19,9
0,257	20,4
0,251	21,2
0,246	21,8
0,241	22,4
0,235	22,8
0,230	23,1
0,225	23,2
0,219	23,2
0,214	23,2
0,209	23,2
0,203	23,2
0,198	23,2
0,193	23,2
0,187	23,2
0,182	23,2
0,176	23,2
0,171	23,2
0,166	23,3
0,160	23,3
0,155	23,3
0,150	23,4
0,144	23,5
0,139	23,7
0,134	23,9
0,128	24,0
0,123	24,1
0,118	24,2
0,112	24,5
0,107	24,7
0,102	24,8
0,096	24,8
0,091	24,8
0,086	24,8
0,080	24,8
0,075	24,8
0,070	24,8
0,064	24,7
0,059	24,6
0,053	24,6
0,048	24,5
0,043	24,5
0,037	24,5
0,032	24,4
0,027	24,4
0,021	24,4
0,016	24,5
0,011	24,5
0,005	24,6
0,000	24,9
-0,005	24,9
-0,011	24,9
-0,016	25,0
-0,021	25,1
-0,027	25,2
-0,032	25,2
-0,037	25,2
-0,043	25,2
-0,048	25,2
-0,053	24,9
-0,059	24,8
-0,064	24,8
-0,070	24,7
-0,075	24,5
-0,080	24,4
-0,086	24,4
-0,091	24,4
-0,096	24,4
-0,102	24,3
-0,107	24,3
-0,112	24,3
-0,118	24,3
-0,123	24,3
-0,128	24,4
-0,134	24,4
-0,139	24,5
-0,144	24,7
-0,150	24,8
-0,155	24,8
-0,160	24,8
-0,166	24,7
-0,171	24,8
-0,176	24,0
-0,182	22,4
-0,187	20,8
-0,193	20,0
-0,198	20,5
-0,203	20,5
-0,209	19,9
-0,214	19,0
-0,219	18,4
-0,225	18,5
-0,230	19,5
-0,235	20,3
-0,241	20,3
-0,246	20,0
-0,251	19,4
-0,257	18,7
-0,262	18,3
-0,267	17,8
-0,273	17,4
-0,278	16,6
-0,283	15,4
-0,289	14,4
-0,294	13,8
-0,299	13,5
-0,305	13,2
-0,310	12,8
-0,316	12,4
-0,321	11,9
-0,326	11,2
-0,332	10,8
-0,337	10,4
-0,342	10,0
-0,348	9,6
-0,353	9,5
-0,358	9,3
-0,364	9,2
-0,369	9,1
-0,374	8,7
-0,380	8,4
-0,385	8,2
-0,390	8,0
-0,396	7,6
-0,401	7,6
-0,406	7,2
-0,412	7,0
-0,417	6,8
-0,422	6,6
-0,428	6,4
-0,433	6,4
-0,438	6,2
-0,444	6,2
-0,449	6,1
-0,455	6,1
-0,460	6,1
-0,465	6,1
-0,471	6,1
-0,476	6,1
-0,481	6,1
-0,487	6,1
-0,492	6,1
-0,497	6,0
-0,503	6,0
-0,508	6,0
-0,513	5,8
-0,519	5,7
-0,524	5,6
-0,529	5,6
-0,535	5,6
-0,540	5,6
-0,545	5,5
-0,551	5,5
-0,556	5,5
-0,561	5,6
-0,567	5,6
-0,572	5,6
-0,578	5,7
-0,583	6,0
-0,588	6,0
-0,594	6,0
-0,599	6,0
-0,604	6,0
-0,610	6,0
-0,615	6,1
-0,620	6,2
-0,626	6,4
-0,631	6,4
-0,636	6,8
-0,642	6,9
-0,647	7,2
-0,652	7,6
-0,658	8,0
-0,663	8,3
-0,668	8,8
-0,674	9,2
-0,679	9,6
-0,684	10,0
-0,690	10,8
-0,695	11,6
-0,701	12,4
-0,706	13,2
-0,711	14,4
-0,717	15,7
-0,722	17,6
-0,727	19,5
-0,733	21,5
-0,738	23,6
-0,743	25,7
-0,749	27,6
-0,754	29,1
-0,759	30,1
-0,765	30,8
-0,770	31,0
-0,775	31,1
-0,781	31,1
-0,786	31,2
-0,791	31,6
-0,797	32,2
-0,802	33,0
-0,807	34,2
-0,813	35,2
-0,818	36,3
-0,823	37,1
-0,829	37,5
-0,834	37,4
-0,840	36,7
-0,845	35,2
-0,850	33,4
-0,856	31,4
-0,861	29,5
-0,866	28,0
-0,872	26,8
-0,877	25,8
-0,882	25,0
-0,888	24,5
-0,893	24,0
-0,898	23,4
-0,904	22,6
-0,909	21,2
-0,914	19,6
-0,920	17,6
-0,925	15,6
-0,930	14,0
-0,936	12,4
-0,941	11,1
-0,946	10,0
-0,952	9,2
-0,957	8,4
-0,962	7,7
-0,968	7,3
-0,973	6,8
-0,979	6,5
-0,984	6,1
-0,989	6,0
-0,995	5,8
-1,000	5,6
-1,005	5,6
-1,011	5,6
-1,016	5,5
-1,021	5,4
-1,027	5,3
-1,032	5,3
-1,037	5,3
-1,043	5,3
-1,048	5,3
-1,053	5,4
-1,059	5,5
-1,064	5,6
-1,069	5,7
-1,075	6,0
-1,080	6,2
-1,085	6,5
-1,091	6,9
-1,096	7,3
-1,101	7,7
-1,107	8,5
-1,112	9,3
-1,118	10,4
-1,123	11,6
-1,128	13,2
-1,134	15,2
-1,139	17,4
-1,144	20,1
-1,150	22,7
-1,155	24,9
-1,160	26,8
-1,166	28,2
-1,171	29,0
-1,176	29,4
-1,182	29,8
-1,187	30,5
-1,192	31,7
-1,198	33,2
-1,203	34,4
-1,208	35,2
-1,214	35,0
-1,219	33,6
-1,224	31,6
-1,230	29,2
-1,235	26,9
-1,240	25,0
-1,246	23,8
-1,251	22,9
-1,256	22,2
-1,262	21,1
-1,267	19,5
-1,273	17,4
-1,278	15,1
-1,283	12,8
-1,289	11,2
-1,294	9,6
-1,299	8,4
-1,305	7,6
-1,310	7,0
-1,315	6,6
-1,321	6,2
-1,326	5,8
-1,331	5,6
-1,337	5,4
-1,342	5,3
-1,347	5,2
-1,353	5,2
-1,358	5,2
-1,363	5,2
-1,369	5,2
-1,374	5,3
-1,379	5,6
-1,385	5,6
-1,390	5,8
-1,395	6,1
-1,401	6,5
-1,406	7,2
-1,411	8,0
-1,417	8,9
-1,422	10,1
-1,428	11,7
-1,433	13,6
-1,438	16,0
-1,444	19,1
-1,449	22,4
-1,454	25,3
-1,460	27,1
-1,465	27,9
-1,470	28,4
-1,476	29,2
-1,481	30,3
-1,486	31,6
-1,492	33,2
-1,497	34,0
-1,502	33,2
-1,508	31,2
-1,513	28,6
-1,518	26,1
-1,524	24,4
-1,529	23,2
-1,534	22,0
-1,540	20,6
-1,545	18,6
-1,550	16,1
-1,556	13,6
-1,561	11,6
-1,566	9,9
-1,572	8,5
-1,577	7,6
-1,582	6,8
-1,588	6,4
-1,593	6,0
-1,599	5,6
-1,604	5,3
-1,609	5,3
-1,615	5,2
-1,620	5,2
-1,625	5,2
-1,631	5,2
-1,636	5,5
-1,641	5,8
-1,647	6,1
-1,652	6,5
-1,657	6,9
-1,663	7,7
-1,668	8,8
-1,673	10,0
-1,679	12,0
-1,684	14,4
-1,689	17,6
-1,695	21,2
-1,700	24,8
-1,705	27,2
-1,711	28,4
-1,716	29,2
-1,721	30,0
-1,727	31,2
-1,732	32,4
-1,737	32,7
-1,743	31,3
-1,748	29,0
-1,753	26,4
-1,759	24,3
-1,764	22,7
-1,769	21,7
-1,775	20,1
-1,780	17,9
-1,786	15,1
-1,791	12,6
-1,796	10,4
-1,802	8,8
-1,807	7,6
-1,812	6,8
-1,818	6,3
-1,823	6,0
-1,828	5,6
-1,834	5,6
-1,839	5,5
-1,844	5,5
-1,850	5,6
-1,855	5,6
-1,860	5,8
-1,866	6,1
-1,871	6,5
-1,876	7,0
-1,882	7,8
-1,887	9,0
-1,892	10,5
-1,898	12,8
-1,903	15,7
-1,908	19,4
-1,914	23,3
-1,919	26,4
-1,924	28,0
-1,930	28,8
-1,935	29,2
-1,940	30,8
-1,946	32,4
-1,951	32,7
-1,956	30,9
-1,962	28,0
-1,967	25,2
-1,972	23,3
-1,978	21,9
-1,983	20,2
-1,989	17,4
-1,994	14,3
-1,999	11,6
-2,005	9,6
-2,010	8,0
-2,015	7,0
-2,021	6,2
-2,026	5,8
-2,031	5,5
-2,037	5,3
-2,042	5,2
-2,047	5,2
-2,053	5,3
-2,058	5,6
-2,063	6,0
-2,069	6,4
-2,074	7,0
-2,079	8,0
-2,085	9,2
-2,090	11,3
-2,095	14,0
-2,101	17,8
-2,106	22,0
-2,111	25,6
-2,117	27,6
-2,122	28,5
-2,127	29,3
-2,133	30,9
-2,138	32,0
-2,143	31,6
-2,149	28,9
-2,154	25,8
-2,159	23,4
-2,165	22,0
-2,170	20,3
-2,175	17,5
-2,181	14,0
-2,186	11,3
-2,191	9,2
-2,197	7,8
-2,202	6,8
-2,207	6,2
-2,213	5,7
-2,218	5,4
-2,223	5,3
-2,229	5,3
-2,234	5,4
-2,240	5,7
-2,245	6,0
-2,250	6,4
-2,256	6,9
-2,261	8,1
-2,266	10,1
-2,272	12,9
-2,277	16,4
-2,282	20,8
-2,288	24,8
-2,293	27,2
-2,298	28,1
-2,304	29,0
-2,309	30,8
-2,314	32,0
-2,320	30,8
-2,325	27,6
-2,330	24,4
-2,336	22,4
-2,341	20,8
-2,346	18,0
-2,352	14,6
-2,357	11,5
-2,362	9,2
-2,368	7,6
-2,373	6,7
-2,378	6,0
-2,384	5,6
-2,389	5,3
-2,394	5,3
-2,400	5,3
-2,405	5,6
-2,410	6,0
-2,416	6,4
-2,421	7,3
-2,426	8,7
-2,432	10,7
-2,437	13,5
-2,442	17,2
-2,448	21,6
-2,453	25,2
-2,458	26,8
-2,464	27,6
-2,469	29,2
-2,474	30,8
-2,480	30,5
-2,485	27,7
-2,490	24,5
-2,496	22,4
-2,501	20,5
-2,506	17,7
-2,512	14,1
-2,517	11,1
-2,522	8,8
-2,528	7,3
-2,533	6,4
-2,538	5,9
-2,544	5,5
-2,549	5,4
-2,554	5,4
-2,560	5,6
-2,565	6,0
-2,570	6,5
-2,576	7,4
-2,581	8,8
-2,586	10,8
-2,592	13,7
-2,597	17,6
-2,602	22,0
-2,608	25,2
-2,613	26,4
-2,619	27,2
-2,624	28,8
-2,629	29,7
-2,635	28,1
-2,640	24,9
-2,645	22,4
-2,651	20,5
-2,656	18,0
-2,661	14,7
-2,667	11,6
-2,672	9,2
-2,677	7,6
-2,683	6,6
-2,688	6,0
-2,693	5,6
-2,699	5,4
-2,704	5,4
-2,709	5,8
-2,715	6,4
-2,720	7,2
-2,725	8,4
-2,731	10,0
-2,736	13,3
-2,741	16,6
-2,747	20,9
-2,752	24,3
-2,757	25,9
-2,763	27,0
-2,768	28,4
-2,773	29,2
-2,779	27,2
-2,784	24,0
-2,789	21,6
-2,795	19,6
-2,800	16,8
-2,805	13,3
-2,811	10,4
-2,816	8,4
-2,821	7,2
-2,827	6,4
-2,832	6,0
-2,837	5,9
-2,843	5,9
-2,848	6,1
-2,853	6,5
-2,859	7,3
-2,864	8,5
-2,869	10,2
-2,875	12,8
-2,880	16,4
-2,885	20,8
-2,891	24,0
-2,896	25,3
-2,901	26,8
-2,907	28,4
-2,912	28,1
-2,917	25,4
-2,923	22,5
-2,928	20,4
-2,933	17,9
-2,939	14,4
-2,944	11,2
-2,949	8,9
-2,955	7,6
-2,960	6,8
-2,965	6,3
-2,971	6,0
-2,976	6,0
-2,981	6,2
-2,987	6,7
-2,992	7,5
-2,997	8,7
-3,003	10,7
-3,008	13,6
-3,013	17,6
-3,019	21,9
-3,024	24,3
-3,029	25,6
-3,035	27,2
-3,040	28,3
-3,045	26,7
-3,051	23,5
-3,056	20,6
-3,061	18,1
-3,067	14,8
-3,072	12,0
-3,077	9,6
-3,083	8,0
-3,088	6,8
-3,093	6,3
-3,099	6,0
-3,104	6,0
-3,109	6,0
-3,115	6,5
-3,120	7,3
-3,125	8,8
-3,131	10,8
-3,136	14,1
-3,141	18,4
-3,147	22,2
-3,152	24,0
-3,157	25,6
-3,163	27,3
-3,168	26,8
-3,173	24,2
-3,179	21,6
-3,184	19,2
-3,189	16,3
-3,195	12,8
-3,200	10,0
-3,205	8,0
-3,211	6,8
-3,216	6,0
-3,221	5,6
-3,227	5,6
-3,232	6,0
-3,237	6,5
-3,243	7,6
-3,248	9,2
-3,253	11,6
-3,259	15,1
-3,264	19,2
-3,269	22,3
-3,275	24,0
-3,280	26,0
-3,285	26,9
-3,291	23,7
-3,296	19,5
-3,301	16,4
-3,306	14,8
-3,312	12,4
-3,317	10,0
-3,322	8,0
-3,328	6,8
-3,333	6,0
-3,338	5,6
-3,344	5,6
-3,349	5,8
-3,354	6,3
-3,360	7,2
-3,365	8,8
-3,370	11,2
-3,376	15,0
-3,381	19,2
-3,386	22,0
-3,392	23,6
-3,397	25,2
-3,402	26,0
-3,408	24,0
-3,413	21,2
-3,418	18,8
-3,424	15,8
