&a / °	I1 / %
2.528	20.5
2.522	23.3
2.517	26.9
2.512	29.7
2.506	30.5
2.501	29.6
2.496	28.0
2.490	26.8
2.485	26.8
2.480	26.0
2.474	24.0
2.469	20.6
2.464	17.1
2.458	13.9
2.453	11.5
2.448	9.5
2.442	8.1
2.437	7.2
2.432	6.7
2.426	6.3
2.421	6.1
2.416	6.1
2.410	6.5
2.405	7.2
2.400	8.6
2.394	10.8
2.389	13.6
2.384	16.3
2.378	18.1
2.373	19.2
2.368	20.4
2.362	22.8
2.357	26.4
2.352	29.6
2.346	31.3
2.341	31.2
2.336	29.7
2.330	28.1
2.325	27.3
2.320	27.3
2.314	26.6
2.309	24.4
2.304	21.2
2.298	17.6
2.293	14.8
2.288	12.4
2.282	10.6
2.277	9.2
2.272	8.4
2.266	7.6
2.261	7.2
2.256	7.2
2.250	7.2
2.245	7.2
2.240	7.6
2.234	8.4
2.229	9.6
2.223	11.6
2.218	14.4
2.213	16.8
2.207	18.6
2.202	19.6
2.197	20.4
2.191	21.7
2.186	24.3
2.181	27.7
2.175	30.5
2.170	31.7
2.165	31.3
2.159	29.7
2.154	27.9
2.149	27.1
2.143	27.2
2.138	26.9
2.133	25.4
2.127	22.7
2.122	19.5
2.117	16.2
2.111	13.4
2.106	11.2
2.101	9.6
2.095	8.4
2.090	7.6
2.085	6.8
2.079	6.4
2.074	6.0
2.069	6.0
2.063	6.0
2.058	6.2
2.053	6.5
2.047	7.3
2.042	8.5
2.037	10.4
2.031	12.9
2.026	15.4
2.021	17.3
2.015	18.5
2.010	19.3
2.005	20.4
1.999	22.3
1.994	25.2
1.989	28.4
1.983	30.8
1.978	31.6
1.972	30.9
1.967	29.2
1.962	27.2
1.956	26.3
1.951	26.3
1.946	26.4
1.940	25.6
1.935	23.5
1.930	20.8
1.924	17.7
1.919	15.0
1.914	12.8
1.908	11.2
1.903	9.8
1.898	8.8
1.892	8.0
1.887	7.6
1.882	7.2
1.876	6.8
1.871	6.7
1.866	6.7
1.860	6.8
1.855	7.2
1.850	7.6
1.844	8.4
1.839	9.4
1.834	11.0
1.828	12.9
1.823	15.0
1.818	17.0
1.812	18.5
1.807	19.3
1.802	19.6
1.796	20.3
1.791	21.6
1.786	24.1
1.780	27.3
1.775	30.1
1.769	32.0
1.764	32.4
1.759	31.2
1.753	29.2
1.748	27.2
1.743	26.0
1.737	26.0
1.732	26.2
1.727	26.0
1.721	24.8
1.716	22.4
1.711	19.6
1.705	16.8
1.700	14.3
1.695	12.3
1.689	10.7
1.684	9.4
1.679	8.3
1.673	7.5
1.668	6.9
1.663	6.5
1.657	6.1
1.652	6.0
1.647	6.0
1.641	6.0
1.636	6.0
1.631	6.1
1.625	6.4
1.620	6.8
1.615	7.5
1.609	8.4
1.604	9.8
1.599	11.6
1.593	13.6
1.588	15.9
1.582	17.9
1.577	19.2
1.572	20.0
1.566	20.7
1.561	21.3
1.556	22.1
1.550	23.6
1.545	26.0
1.540	28.8
1.534	31.3
1.529	32.7
1.524	33.0
1.518	32.2
1.513	30.9
1.508	28.9
1.502	27.2
1.497	26.4
1.492	26.4
1.486	26.9
1.481	27.2
1.476	26.5
1.470	24.9
1.465	22.5
1.460	19.7
1.454	17.1
1.449	14.8
1.444	12.8
1.438	11.2
1.433	9.8
1.428	8.8
1.422	8.0
1.417	7.2
1.411	6.7
1.406	6.3
1.401	5.9
1.395	5.7
1.390	5.7
1.385	5.7
1.379	5.9
1.374	6.0
1.369	6.0
1.363	6.3
1.358	6.7
1.353	7.1
1.347	7.6
1.342	8.4
1.337	9.3
1.331	10.7
1.326	12.3
1.321	14.3
1.315	16.4
1.310	18.4
1.305	19.9
1.299	21.1
1.294	21.7
1.289	22.0
1.283	22.0
1.278	22.4
1.273	22.8
1.267	24.0
1.262	26.0
1.256	28.6
1.251	31.2
1.246	33.5
1.240	34.8
1.235	35.1
1.230	34.3
1.224	32.8
1.219	30.8
1.214	28.7
1.208	26.9
1.203	25.9
1.198	25.9
1.192	26.3
1.187	27.1
1.182	27.6
1.176	27.4
1.171	26.4
1.166	24.7
1.160	22.4
1.155	20.0
1.150	17.6
1.144	15.6
1.139	14.0
1.134	12.4
1.128	11.2
1.123	10.4
1.118	9.7
1.112	9.1
1.107	8.7
1.101	8.3
1.096	7.9
1.091	7.6
1.085	7.6
1.080	7.3
1.075	7.2
1.069	7.2
1.064	7.1
1.059	6.9
1.053	6.8
1.048	6.8
1.043	6.8
1.037	6.8
1.032	6.8
1.027	6.9
1.021	7.2
1.016	7.2
1.011	7.6
1.005	8.0
1.000	8.4
0.995	9.2
0.989	10.0
0.984	11.2
0.979	12.5
0.973	14.2
0.968	16.1
0.962	17.9
0.957	19.5
0.952	20.8
0.946	21.9
0.941	22.4
0.936	22.8
0.930	22.8
0.925	22.4
0.920	22.1
0.914	22.4
0.909	22.9
0.904	24.0
0.898	25.2
0.893	26.8
0.888	28.8
0.882	30.8
0.877	33.2
0.872	35.2
0.866	36.8
0.861	37.9
0.856	38.3
0.850	38.1
0.845	37.2
0.840	36.0
0.834	34.3
0.829	32.4
0.823	30.5
0.818	28.8
0.813	27.2
0.807	26.4
0.802	26.0
0.797	26.0
0.791	26.4
0.786	26.9
0.781	27.8
0.775	28.6
0.770	29.0
0.765	28.9
0.759	28.4
0.754	27.4
0.749	26.1
0.743	24.4
0.738	22.6
0.733	20.8
0.727	19.1
0.722	17.6
0.717	16.0
0.711	14.8
0.706	13.9
0.701	13.0
0.695	12.0
0.690	11.2
0.684	10.6
0.679	10.1
0.674	9.6
0.668	9.2
0.663	8.8
0.658	8.4
0.652	8.0
0.647	7.6
0.642	7.2
0.636	7.1
0.631	6.8
0.626	6.8
0.620	6.5
0.615	6.4
0.610	6.4
0.604	6.4
0.599	6.3
0.594	6.3
0.588	6.3
0.583	6.3
0.578	6.3
0.572	6.3
0.567	6.3
0.561	6.4
0.556	6.5
0.551	6.8
0.545	6.8
0.540	6.8
0.535	6.8
0.529	6.9
0.524	6.9
0.519	7.1
0.513	7.1
0.508	7.1
0.503	7.1
0.497	7.1
0.492	7.2
0.487	7.2
0.481	7.2
0.476	7.2
0.471	7.2
0.465	7.3
0.460	7.6
0.455	7.9
0.449	8.0
0.444	8.4
0.438	8.7
0.433	9.1
0.428	9.5
0.422	9.9
0.417	10.3
0.412	10.7
0.406	11.2
0.401	12.0
0.396	12.8
0.390	13.4
0.385	14.0
0.380	14.8
0.374	15.6
0.369	16.3
0.364	17.0
0.358	17.6
0.353	18.1
0.348	18.7
0.342	19.2
0.337	19.8
0.332	20.3
0.326	20.8
0.321	21.2
0.316	21.6
0.310	21.9
0.305	22.1
0.299	22.4
0.294	22.6
0.289	22.6
0.283	22.7
0.278	22.7
0.273	22.7
0.267	22.8
0.262	22.7
0.257	22.7
0.251	22.8
0.246	22.9
0.241	23.0
0.235	23.0
0.230	23.0
0.225	23.0
0.219	22.9
0.214	22.7
0.209	22.5
0.203	22.4
0.198	22.3
0.193	22.3
0.187	22.0
0.182	21.8
0.176	21.7
0.171	21.7
0.166	21.8
0.160	21.8
0.155	21.9
0.150	21.9
0.144	22.0
0.139	22.0
0.134	22.1
0.128	22.2
0.123	22.4
0.118	22.7
0.112	22.8
0.107	22.8
0.102	22.9
0.096	23.0
0.091	23.1
0.086	23.1
0.080	23.1
0.075	23.1
0.070	23.1
0.064	23.1
0.059	23.1
0.053	23.1
0.048	23.0
0.043	23.0
0.037	23.0
0.032	23.0
0.027	22.9
0.021	22.9
0.016	22.9
0.011	23.0
0.005	23.1
0.000	23.3
-0.005	23.3
-0.011	23.3
-0.016	23.3
-0.021	23.3
-0.027	23.3
-0.032	23.3
-0.037	23.3
-0.043	23.3
-0.048	23.3
-0.053	23.2
-0.059	23.2
-0.064	23.0
-0.070	22.9
-0.075	22.8
-0.080	22.8
-0.086	22.6
-0.091	22.5
-0.096	22.4
-0.102	22.4
-0.107	22.4
-0.112	22.4
-0.118	22.4
-0.123	22.4
-0.128	22.4
-0.134	22.5
-0.139	22.6
-0.144	22.8
-0.150	22.8
-0.155	22.8
-0.160	22.8
-0.166	22.8
-0.171	23.0
-0.176	22.7
-0.182	21.2
-0.187	19.7
-0.193	19.2
-0.198	20.0
-0.203	20.3
-0.209	19.9
-0.214	19.3
-0.219	19.1
-0.225	19.6
-0.230	21.2
-0.235	22.6
-0.241	23.1
-0.246	23.2
-0.251	23.2
-0.257	23.2
-0.262	23.2
-0.267	23.2
-0.273	23.5
-0.278	23.0
-0.283	22.0
-0.289	21.1
-0.294	20.7
-0.299	20.8
-0.305	20.8
-0.310	20.4
-0.316	20.0
-0.321	19.2
-0.326	18.4
-0.332	17.6
-0.337	17.0
-0.342	16.3
-0.348	15.5
-0.353	14.8
-0.358	14.3
-0.364	13.7
-0.369	13.2
-0.374	12.8
-0.380	12.2
-0.385	11.5
-0.390	11.0
-0.396	10.6
-0.401	10.2
-0.406	9.8
-0.412	9.4
-0.417	8.9
-0.422	8.5
-0.428	8.1
-0.433	8.0
-0.438	7.6
-0.444	7.6
-0.449	7.6
-0.455	7.6
-0.460	7.6
-0.465	7.6
-0.471	7.6
-0.476	7.6
-0.481	7.4
-0.487	7.3
-0.492	7.2
-0.497	7.2
-0.503	6.9
-0.508	6.8
-0.513	6.7
-0.519	6.7
-0.524	6.7
-0.529	6.6
-0.535	6.4
-0.540	6.4
-0.545	6.4
-0.551	6.4
-0.556	6.4
-0.561	6.4
-0.567	6.4
-0.572	6.7
-0.578	6.8
-0.583	6.8
-0.588	6.9
-0.594	7.2
-0.599	7.2
-0.604	7.2
-0.610	7.2
-0.615	7.6
-0.620	7.6
-0.626	8.0
-0.631	8.0
-0.636	8.4
-0.642	8.8
-0.647	9.2
-0.652	9.6
-0.658	10.0
-0.663	10.8
-0.668	11.6
-0.674	12.4
-0.679	13.2
-0.684	14.4
-0.690	15.6
-0.695	17.1
-0.701	18.6
-0.706	20.2
-0.711	22.0
-0.717	24.0
-0.722	26.0
-0.727	27.6
-0.733	28.8
-0.738	29.3
-0.743	29.3
-0.749	28.9
-0.754	28.1
-0.759	27.3
-0.765	26.8
-0.770	26.4
-0.775	26.4
-0.781	26.8
-0.786	27.6
-0.791	28.8
-0.797	30.0
-0.802	31.6
-0.807	33.2
-0.813	34.9
-0.818	36.3
-0.823	37.3
-0.829	37.8
-0.834	37.8
-0.840	37.0
-0.845	35.4
-0.850	33.4
-0.856	31.2
-0.861	29.1
-0.866	27.2
-0.872	25.7
-0.877	24.5
-0.882	23.7
-0.888	22.9
-0.893	22.6
-0.898	22.6
-0.904	22.8
-0.909	22.8
-0.914	22.9
-0.920	22.7
-0.925	22.0
-0.930	20.8
-0.936	19.1
-0.941	17.3
-0.946	15.6
-0.952	13.9
-0.957	12.3
-0.962	11.1
-0.968	10.0
-0.973	9.2
-0.979	8.5
-0.984	8.0
-0.989	7.6
-0.995	7.2
-1.000	6.8
-1.005	6.6
-1.011	6.4
-1.016	6.4
-1.021	6.4
-1.027	6.4
-1.032	6.4
-1.037	6.4
-1.043	6.4
-1.048	6.4
-1.053	6.4
-1.059	6.5
-1.064	6.8
-1.069	6.9
-1.075	7.2
-1.080	7.6
-1.085	8.2
-1.091	8.8
-1.096	9.6
-1.101	10.4
-1.107	11.6
-1.112	13.0
-1.118	14.8
-1.123	16.8
-1.128	19.5
-1.134	22.3
-1.139	24.8
-1.144	26.8
-1.150	27.6
-1.155	27.1
-1.160	26.2
-1.166	25.6
-1.171	25.6
-1.176	26.0
-1.182	27.1
-1.187	28.4
-1.192	30.4
-1.198	32.4
-1.203	34.2
-1.208	35.2
-1.214	35.2
-1.219	33.9
-1.224	31.6
-1.230	28.9
-1.235	26.4
-1.240	24.3
-1.246	22.8
-1.251	21.9
-1.256	21.5
-1.262	21.5
-1.267	21.6
-1.273	21.2
-1.278	20.4
-1.283	18.8
-1.289	16.8
-1.294	14.7
-1.299	12.7
-1.305	11.0
-1.310	9.6
-1.315	8.6
-1.321	8.0
-1.326	7.3
-1.331	6.9
-1.337	6.5
-1.342	6.4
-1.347	6.3
-1.353	6.3
-1.358	6.2
-1.363	6.2
-1.369	6.2
-1.374	6.4
-1.379	6.6
-1.385	6.8
-1.390	7.2
-1.395	7.6
-1.401	8.3
-1.406	9.2
-1.411	10.4
-1.417	12.0
-1.422	14.1
-1.428	16.8
-1.433	19.6
-1.438	22.4
-1.444	24.9
-1.449	26.5
-1.454	26.5
-1.460	25.7
-1.465	25.2
-1.470	25.6
-1.476	26.8
-1.481	28.7
-1.486	30.8
-1.492	32.8
-1.497	33.9
-1.502	33.3
-1.508	31.3
-1.513	28.5
-1.518	25.7
-1.524	23.6
-1.529	22.3
-1.534	21.5
-1.540	21.1
-1.545	20.9
-1.550	20.3
-1.556	19.1
-1.561	16.8
-1.566	14.4
-1.572	12.3
-1.577	10.6
-1.582	9.2
-1.588	8.2
-1.593	7.4
-1.599	6.9
-1.604	6.5
-1.609	6.4
-1.615	6.4
-1.620	6.4
-1.625	6.4
-1.631	6.4
-1.636	6.5
-1.641	6.9
-1.647	7.3
-1.652	8.1
-1.657	9.0
-1.663	10.2
-1.668	11.7
-1.673	14.1
-1.679	17.1
-1.684	20.7
-1.689	24.0
-1.695	26.0
-1.700	26.4
-1.705	26.0
-1.711	25.8
-1.716	26.5
-1.721	28.0
-1.727	30.2
-1.732	32.0
-1.737	32.7
-1.743	31.6
-1.748	29.2
-1.753	26.4
-1.759	23.7
-1.764	22.0
-1.769	21.2
-1.775	20.8
-1.780	20.5
-1.786	19.6
-1.791	17.7
-1.796	15.1
-1.802	12.7
-1.807	10.4
-1.812	8.8
-1.818	8.0
-1.823	7.2
-1.828	6.8
-1.834	6.5
-1.839	6.4
-1.844	6.4
-1.850	6.4
-1.855	6.6
-1.860	6.9
-1.866	7.3
-1.871	7.9
-1.876	8.8
-1.882	10.0
-1.887	12.0
-1.892	14.4
-1.898	18.0
-1.903	21.9
-1.908	25.0
-1.914	26.3
-1.919	26.0
-1.924	25.7
-1.930	26.1
-1.935	27.7
-1.940	29.9
-1.946	32.0
-1.951	32.8
-1.956	31.2
-1.962	28.0
-1.967	24.7
-1.972	22.4
-1.978	21.2
-1.983	20.8
-1.989	20.4
-1.994	19.2
-1.999	16.5
-2.005	13.6
-2.010	11.2
-2.015	9.2
-2.021	8.0
-2.026	7.2
-2.031	6.8
-2.037	6.4
-2.042	6.4
-2.047	6.4
-2.053	6.4
-2.058	6.8
-2.063	7.2
-2.069	7.9
-2.074	8.9
-2.079	10.5
-2.085	12.6
-2.090	15.9
-2.095	19.7
-2.101	23.6
-2.106	25.6
-2.111	26.0
-2.117	25.7
-2.122	26.1
-2.127	27.7
-2.133	30.0
-2.138	32.0
-2.143	31.9
-2.149	29.1
-2.154	25.6
-2.159	22.8
-2.165	21.2
-2.170	20.8
-2.175	20.4
-2.181	18.8
-2.186	16.1
-2.191	13.2
-2.197	10.8
-2.202	9.1
-2.207	7.9
-2.213	7.1
-2.218	6.7
-2.223	6.4
-2.229	6.4
-2.234	6.4
-2.240	6.8
-2.245	7.2
-2.250	7.8
-2.256	8.9
-2.261	10.8
-2.266	13.7
-2.272	17.9
-2.277	21.9
-2.282	24.7
-2.288	25.5
-2.293	25.5
-2.298	26.0
-2.304	27.6
-2.309	30.3
-2.314	32.1
-2.320	30.9
-2.325	27.6
-2.330	24.0
-2.336	21.6
-2.341	20.6
-2.346	20.2
-2.352	18.8
-2.357	16.1
-2.362	13.0
-2.368	10.6
-2.373	8.8
-2.378	7.6
-2.384	6.8
-2.389	6.4
-2.394	6.4
-2.400	6.4
-2.405	6.7
-2.410	7.2
-2.416	8.0
-2.421	9.2
-2.426	11.2
-2.432	14.1
-2.437	18.2
-2.442	22.4
-2.448	24.6
-2.453	25.0
-2.458	25.0
-2.464	25.9
-2.469	28.1
-2.474	30.6
-2.480	30.7
-2.485	27.9
-2.490	24.3
-2.496	21.7
-2.501	20.5
-2.506	20.0
-2.512	18.4
-2.517	15.5
-2.522	12.4
-2.528	10.0
-2.533	8.4
-2.538	7.3
-2.544	6.7
-2.549	6.4
-2.554	6.4
-2.560	6.8
-2.565	7.2
-2.570	8.0
-2.576	9.2
-2.581	11.2
-2.586	14.0
-2.592	18.2
-2.597	22.3
-2.602	24.3
-2.608	24.6
-2.613	24.8
-2.619	25.9
-2.624	28.3
-2.629	29.9
-2.635	28.4
-2.640	24.9
-2.645	22.0
-2.651	20.4
-2.656	19.6
-2.661	18.4
-2.667	15.6
-2.672	12.5
-2.677	10.1
-2.683	8.4
-2.688	7.3
-2.693	6.6
-2.699	6.4
-2.704	6.4
-2.709	6.8
-2.715	7.6
-2.720	8.8
-2.725	10.4
-2.731	12.8
-2.736	17.7
-2.741	21.6
-2.747	24.0
-2.752	24.4
-2.757	24.5
-2.763	25.7
-2.768	28.1
-2.773	29.4
-2.779	27.5
-2.784	24.1
-2.789	21.3
-2.795	20.0
-2.800	19.2
-2.805	17.2
-2.811	14.2
-2.816	11.4
-2.821	9.4
-2.827	8.0
-2.832	7.2
-2.837	6.8
-2.843	6.8
-2.848	7.2
-2.853	7.8
-2.859	8.9
-2.864	10.5
-2.869	13.2
-2.875	16.8
-2.880	21.0
-2.885	23.3
-2.891	23.7
-2.896	24.1
-2.901	25.8
-2.907	28.2
-2.912	28.4
-2.917	25.6
-2.923	22.3
-2.928	20.0
-2.933	19.0
-2.939	17.6
-2.944	14.8
-2.949	12.0
-2.955	9.9
-2.960	8.4
-2.965	7.6
-2.971	7.2
-2.976	7.2
-2.981	7.3
-2.987	8.0
-2.992	9.1
-2.997	10.8
-3.003	13.6
-3.008	17.6
-3.013	21.6
-3.019	23.2
-3.024	23.5
-3.029	24.5
-3.035	26.8
-3.040	28.4
-3.045	26.8
-3.051	23.2
-3.056	20.1
-3.061	18.5
-3.067	17.2
-3.072	15.2
-3.077	12.5
-3.083	10.2
-3.088	8.5
-3.093	7.6
-3.099	7.2
-3.104	7.2
-3.109	7.2
-3.115	7.8
-3.120	9.0
-3.125	11.0
-3.131	14.0
-3.136	18.3
-3.141	21.6
-3.147	22.6
-3.152	23.0
-3.157	24.8
-3.163	27.2
-3.168	27.2
-3.173	24.4
-3.179	21.2
-3.184	19.6
-3.189	18.4
-3.195	16.1
-3.200	13.2
-3.205	10.4
-3.211	8.6
-3.216	7.5
-3.221	6.9
-3.227	6.8
-3.232	7.2
-3.237	7.9
-3.243	9.2
-3.248	11.3
-3.253	14.9
-3.259	19.0
-3.264	21.6
-3.269	22.1
-3.275	22.9
-3.280	25.5
-3.285	27.0
-3.291	24.0
-3.296	19.4
-3.301	16.4
-3.306	15.7
-3.312	15.0
-3.317	12.8
-3.322	10.4
-3.328	8.7
-3.333	7.5
-3.338	6.7
-3.344	6.4
-3.349	6.8
-3.354	7.6
-3.360	8.8
-3.365	11.1
-3.370	14.7
-3.376	18.9
-3.381	21.3
-3.386	21.8
-3.392	22.6
-3.397	24.9
-3.402	26.1
-3.408	24.1
-3.413	20.9
-3.418	18.9
-3.424	17.7
