&a / °	I1 / %
2.528	20.8
2.522	23.2
2.517	26.9
2.512	30.1
2.506	31.5
2.501	30.7
2.496	28.4
2.490	25.7
2.485	24.3
2.480	24.7
2.474	25.6
2.469	24.9
2.464	22.6
2.458	19.4
2.453	16.2
2.448	13.4
2.442	11.3
2.437	9.7
2.432	8.8
2.426	8.1
2.421	7.9
2.416	8.0
2.410	8.8
2.405	10.4
2.400	13.0
2.394	15.8
2.389	18.2
2.384	19.6
2.378	20.1
2.373	20.3
2.368	21.1
2.362	23.1
2.357	26.4
2.352	30.0
2.346	32.4
2.341	32.7
2.336	31.1
2.330	28.3
2.325	25.7
2.320	24.6
2.314	25.4
2.309	26.1
2.304	25.3
2.298	23.0
2.293	20.0
2.288	16.9
2.282	14.4
2.277	12.4
2.272	10.8
2.266	9.9
2.261	9.2
2.256	8.8
2.250	8.9
2.245	9.2
2.240	10.0
2.234	11.6
2.229	14.0
2.223	16.7
2.218	18.9
2.213	20.4
2.207	20.8
2.202	20.8
2.197	20.8
2.191	21.7
2.186	24.1
2.181	27.4
2.175	30.6
2.170	32.7
2.165	32.7
2.159	30.8
2.154	28.0
2.149	25.5
2.143	24.4
2.138	24.9
2.133	26.1
2.127	26.3
2.122	24.8
2.117	22.0
2.111	18.9
2.106	16.0
2.101	13.6
2.095	11.7
2.090	10.4
2.085	9.2
2.079	8.4
2.074	8.0
2.069	7.7
2.063	7.8
2.058	8.3
2.053	9.2
2.047	10.8
2.042	13.0
2.037	15.4
2.031	17.6
2.026	19.1
2.021	19.6
2.015	19.7
2.010	19.8
2.005	20.4
1.999	22.0
1.994	24.8
1.989	28.1
1.983	31.1
1.978	32.6
1.972	32.3
1.967	30.4
1.962	27.6
1.956	25.2
1.951	23.6
1.946	23.8
1.940	25.0
1.935	25.8
1.930	25.5
1.924	23.9
1.919	21.5
1.914	18.6
1.908	15.9
1.903	13.6
1.898	12.0
1.892	10.5
1.887	9.4
1.882	8.8
1.876	8.4
1.871	8.2
1.866	8.2
1.860	8.5
1.855	9.2
1.850	10.1
1.844	11.7
1.839	13.7
1.834	16.0
1.828	18.0
1.823	19.5
1.818	20.3
1.812	20.6
1.807	20.4
1.802	20.0
1.796	20.1
1.791	21.2
1.786	23.6
1.780	26.9
1.775	30.2
1.769	32.7
1.764	33.6
1.759	32.8
1.753	30.7
1.748	27.9
1.743	25.3
1.737	23.6
1.732	23.1
1.727	23.9
1.721	25.1
1.716	25.8
1.711	25.0
1.705	23.3
1.700	20.7
1.695	18.0
1.689	15.6
1.684	13.6
1.679	11.8
1.673	10.5
1.668	9.3
1.663	8.6
1.657	8.0
1.652	7.7
1.647	7.6
1.641	7.6
1.636	7.6
1.631	8.0
1.625	8.7
1.620	9.6
1.615	11.1
1.609	12.9
1.604	14.9
1.599	16.9
1.593	18.5
1.588	19.8
1.582	20.6
1.577	20.8
1.572	20.8
1.566	20.8
1.561	21.0
1.556	21.7
1.550	23.0
1.545	25.2
1.540	28.2
1.534	31.3
1.529	33.3
1.524	34.2
1.518	33.8
1.513	32.3
1.508	29.9
1.502	27.3
1.497	25.0
1.492	23.6
1.486	23.2
1.481	24.0
1.476	25.2
1.470	26.5
1.465	26.8
1.460	26.0
1.454	24.3
1.449	21.9
1.444	19.3
1.438	16.9
1.433	14.8
1.428	12.9
1.422	11.5
1.417	10.3
1.411	9.1
1.406	8.3
1.401	7.7
1.395	7.4
1.390	7.2
1.385	7.2
1.379	7.4
1.374	7.7
1.369	8.0
1.363	8.3
1.358	8.8
1.353	9.6
1.347	10.8
1.342	12.4
1.337	14.1
1.331	16.1
1.326	18.0
1.321	19.8
1.315	21.1
1.310	21.9
1.305	22.3
1.299	22.3
1.294	22.0
1.289	21.8
1.283	21.5
1.278	21.6
1.273	22.1
1.267	23.3
1.262	25.3
1.256	28.0
1.251	30.8
1.246	33.6
1.240	35.6
1.235	36.5
1.230	36.1
1.224	34.6
1.219	32.2
1.214	29.6
1.208	27.0
1.203	25.0
1.198	23.5
1.192	22.7
1.187	22.7
1.182	23.6
1.176	24.9
1.171	26.4
1.166	27.5
1.160	27.9
1.155	27.1
1.150	25.6
1.144	23.6
1.139	21.6
1.134	19.2
1.128	17.4
1.123	15.7
1.118	14.2
1.112	13.0
1.107	11.8
1.101	11.0
1.096	10.3
1.091	9.9
1.085	9.6
1.080	9.2
1.075	9.0
1.069	8.7
1.064	8.5
1.059	8.4
1.053	8.4
1.048	8.4
1.043	8.4
1.037	8.4
1.032	8.8
1.027	9.2
1.021	9.6
1.016	10.0
1.011	10.8
1.005	11.6
1.000	12.8
0.995	14.4
0.989	16.0
0.984	17.6
0.979	19.4
0.973	21.0
0.968	22.2
0.962	22.9
0.957	23.3
0.952	23.3
0.946	23.2
0.941	23.0
0.936	22.7
0.930	22.2
0.925	21.7
0.920	21.3
0.914	21.6
0.909	22.1
0.904	23.1
0.898	24.3
0.893	26.0
0.888	27.9
0.882	30.3
0.877	32.8
0.872	35.3
0.866	37.4
0.861	39.0
0.856	39.9
0.850	40.0
0.845	39.4
0.840	38.1
0.834	36.4
0.829	34.3
0.823	32.0
0.818	29.6
0.813	27.6
0.807	26.0
0.802	24.6
0.797	23.6
0.791	22.9
0.786	22.6
0.781	22.8
0.775	23.5
0.770	24.3
0.765	25.6
0.759	26.8
0.754	28.0
0.749	28.8
0.743	29.3
0.738	29.4
0.733	29.0
0.727	28.2
0.722	26.9
0.717	25.2
0.711	23.6
0.706	22.2
0.701	20.6
0.695	18.8
0.690	17.5
0.684	16.2
0.679	15.1
0.674	14.0
0.668	13.2
0.663	12.4
0.658	11.7
0.652	11.2
0.647	10.8
0.642	10.3
0.636	9.9
0.631	9.5
0.626	9.1
0.620	8.7
0.615	8.4
0.610	8.2
0.604	8.1
0.599	7.9
0.594	7.9
0.588	7.8
0.583	7.9
0.578	7.9
0.572	7.9
0.567	8.0
0.561	8.0
0.556	8.0
0.551	8.0
0.545	8.0
0.540	8.1
0.535	8.4
0.529	8.7
0.524	8.8
0.519	9.0
0.513	9.0
0.508	9.0
0.503	9.1
0.497	9.2
0.492	9.3
0.487	9.6
0.481	10.0
0.476	10.4
0.471	10.4
0.465	10.7
0.460	11.1
0.455	11.6
0.449	12.0
0.444	12.8
0.438	13.4
0.433	14.1
0.428	14.9
0.422	15.8
0.417	16.6
0.412	17.5
0.406	18.3
0.401	19.3
0.396	20.1
0.390	21.0
0.385	21.8
0.380	22.5
0.374	22.9
0.369	23.6
0.364	24.0
0.358	24.1
0.353	24.1
0.348	24.1
0.342	24.1
0.337	24.1
0.332	24.0
0.326	23.7
0.321	23.6
0.316	23.4
0.310	23.2
0.305	23.0
0.299	22.8
0.294	22.6
0.289	22.4
0.283	22.3
0.278	22.0
0.273	22.0
0.267	22.0
0.262	21.9
0.257	21.7
0.251	21.7
0.246	21.7
0.241	21.7
0.235	21.6
0.230	21.7
0.225	21.7
0.219	21.6
0.214	21.3
0.209	21.2
0.203	21.1
0.198	21.0
0.193	21.0
0.187	20.9
0.182	20.6
0.176	20.5
0.171	20.5
0.166	20.6
0.160	20.7
0.155	20.8
0.150	20.8
0.144	20.8
0.139	20.8
0.134	21.1
0.128	21.3
0.123	21.6
0.118	21.7
0.112	21.8
0.107	21.8
0.102	21.9
0.096	22.0
0.091	22.1
0.086	22.1
0.080	22.1
0.075	22.1
0.070	22.1
0.064	22.1
0.059	22.1
0.053	22.1
0.048	22.1
0.043	22.1
0.037	22.1
0.032	22.1
0.027	22.0
0.021	22.0
0.016	22.0
0.011	22.0
0.005	22.2
0.000	22.5
-0.005	22.5
-0.011	22.5
-0.016	22.6
-0.021	22.6
-0.027	22.6
-0.032	22.6
-0.037	22.6
-0.043	22.6
-0.048	22.5
-0.053	22.3
-0.059	22.1
-0.064	22.0
-0.070	22.0
-0.075	22.0
-0.080	21.9
-0.086	21.7
-0.091	21.6
-0.096	21.3
-0.102	21.2
-0.107	21.2
-0.112	21.2
-0.118	21.3
-0.123	21.3
-0.128	21.4
-0.134	21.5
-0.139	21.6
-0.144	21.6
-0.150	21.6
-0.155	21.5
-0.160	21.4
-0.166	21.5
-0.171	21.6
-0.176	21.2
-0.182	19.9
-0.187	18.4
-0.193	17.8
-0.198	18.5
-0.203	18.8
-0.209	18.6
-0.214	17.8
-0.219	17.8
-0.225	18.4
-0.230	19.7
-0.235	21.0
-0.241	21.7
-0.246	22.1
-0.251	22.1
-0.257	22.0
-0.262	22.3
-0.267	22.8
-0.273	23.3
-0.278	23.1
-0.283	22.6
-0.289	22.2
-0.294	22.5
-0.299	23.2
-0.305	23.9
-0.310	24.3
-0.316	24.4
-0.321	24.4
-0.326	24.4
-0.332	24.4
-0.337	24.1
-0.342	23.7
-0.348	23.3
-0.353	22.9
-0.358	22.5
-0.364	21.8
-0.369	21.0
-0.374	20.3
-0.380	19.5
-0.385	18.7
-0.390	17.8
-0.396	16.9
-0.401	16.1
-0.406	15.1
-0.412	14.3
-0.417	13.5
-0.422	12.8
-0.428	12.0
-0.433	11.4
-0.438	11.0
-0.444	10.7
-0.449	10.4
-0.455	10.2
-0.460	10.0
-0.465	9.9
-0.471	9.7
-0.476	9.6
-0.481	9.4
-0.487	9.2
-0.492	9.2
-0.497	9.1
-0.503	8.7
-0.508	8.4
-0.513	8.4
-0.519	8.4
-0.524	8.3
-0.529	8.3
-0.535	8.2
-0.540	8.2
-0.545	8.1
-0.551	8.1
-0.556	8.1
-0.561	8.1
-0.567	8.1
-0.572	8.4
-0.578	8.5
-0.583	8.8
-0.588	9.0
-0.594	9.2
-0.599	9.4
-0.604	9.7
-0.610	10.0
-0.615	10.3
-0.620	10.4
-0.626	10.8
-0.631	11.2
-0.636	12.0
-0.642	12.7
-0.647	13.5
-0.652	14.5
-0.658	15.6
-0.663	16.8
-0.668	18.2
-0.674	19.8
-0.679	21.5
-0.684	23.3
-0.690	25.3
-0.695	27.1
-0.701	28.4
-0.706	29.3
-0.711	29.8
-0.717	29.8
-0.722	29.6
-0.727	28.8
-0.733	27.6
-0.738	26.4
-0.743	25.0
-0.749	24.0
-0.754	23.4
-0.759	23.1
-0.765	23.1
-0.770	23.6
-0.775	24.4
-0.781	25.6
-0.786	27.2
-0.791	28.8
-0.797	30.8
-0.802	32.7
-0.807	34.8
-0.813	36.7
-0.818	38.2
-0.823	39.2
-0.829	39.6
-0.834	39.2
-0.840	38.0
-0.845	36.0
-0.850	33.7
-0.856	31.2
-0.861	28.8
-0.866	26.9
-0.872	25.3
-0.877	24.0
-0.882	23.1
-0.888	22.3
-0.893	21.8
-0.898	21.5
-0.904	21.6
-0.909	21.8
-0.914	22.1
-0.920	22.6
-0.925	23.0
-0.930	23.5
-0.936	23.6
-0.941	23.4
-0.946	22.6
-0.952	21.3
-0.957	19.6
-0.962	17.6
-0.968	15.7
-0.973	14.1
-0.979	12.8
-0.984	11.6
-0.989	10.6
-0.995	9.8
-1.000	9.2
-1.005	8.8
-1.011	8.4
-1.016	8.1
-1.021	8.0
-1.027	7.9
-1.032	7.9
-1.037	7.9
-1.043	8.0
-1.048	8.0
-1.053	8.2
-1.059	8.6
-1.064	9.0
-1.069	9.4
-1.075	9.8
-1.080	10.5
-1.085	11.4
-1.091	12.6
-1.096	14.1
-1.101	15.9
-1.107	17.9
-1.112	20.4
-1.118	23.2
-1.123	25.7
-1.128	27.7
-1.134	28.5
-1.139	28.0
-1.144	26.8
-1.150	25.1
-1.155	23.5
-1.160	22.5
-1.166	22.4
-1.171	23.2
-1.176	24.6
-1.182	26.6
-1.187	28.8
-1.192	31.2
-1.198	33.6
-1.203	35.7
-1.208	36.8
-1.214	36.4
-1.219	34.7
-1.224	32.2
-1.230	29.2
-1.235	26.4
-1.240	24.2
-1.246	22.6
-1.251	21.4
-1.256	20.8
-1.262	20.6
-1.267	20.8
-1.273	21.1
-1.278	21.7
-1.283	22.1
-1.289	22.0
-1.294	21.0
-1.299	19.3
-1.305	17.1
-1.310	14.9
-1.315	13.0
-1.321	11.5
-1.326	10.3
-1.331	9.4
-1.337	8.8
-1.342	8.4
-1.347	8.0
-1.353	7.7
-1.358	7.7
-1.363	7.7
-1.369	7.8
-1.374	8.0
-1.379	8.4
-1.385	8.9
-1.390	9.6
-1.395	10.4
-1.401	11.6
-1.406	13.6
-1.411	15.9
-1.417	18.7
-1.422	21.9
-1.428	24.8
-1.433	26.5
-1.438	26.6
-1.444	25.8
-1.449	24.5
-1.454	23.3
-1.460	22.7
-1.465	23.0
-1.470	24.3
-1.476	26.4
-1.481	29.0
-1.486	31.7
-1.492	33.9
-1.497	35.0
-1.502	34.2
-1.508	31.8
-1.513	28.7
-1.518	25.8
-1.524	23.4
-1.529	21.8
-1.534	20.8
-1.540	20.4
-1.545	20.4
-1.550	20.8
-1.556	21.3
-1.561	21.2
-1.566	20.3
-1.572	18.3
-1.577	15.9
-1.582	13.6
-1.588	11.9
-1.593	10.4
-1.599	9.2
-1.604	8.5
-1.609	8.1
-1.615	7.8
-1.620	7.8
-1.625	7.8
-1.631	8.0
-1.636	8.4
-1.641	9.2
-1.647	10.0
-1.652	11.2
-1.657	12.8
-1.663	14.9
-1.668	17.9
-1.673	21.5
-1.679	24.7
-1.684	26.7
-1.689	26.6
-1.695	25.1
-1.700	23.7
-1.705	23.2
-1.711	23.7
-1.716	25.4
-1.721	27.8
-1.727	30.8
-1.732	33.1
-1.737	33.9
-1.743	32.6
-1.748	30.0
-1.753	26.8
-1.759	23.9
-1.764	21.7
-1.769	20.5
-1.775	20.1
-1.780	20.1
-1.786	20.6
-1.791	21.0
-1.796	20.2
-1.802	18.3
-1.807	15.6
-1.812	13.2
-1.818	11.3
-1.823	10.1
-1.828	9.2
-1.834	8.6
-1.839	8.2
-1.844	8.0
-1.850	8.0
-1.855	8.4
-1.860	8.8
-1.866	9.6
-1.871	10.7
-1.876	12.3
-1.882	14.7
-1.887	18.0
-1.892	22.0
-1.898	25.2
-1.903	26.5
-1.908	25.7
-1.914	24.1
-1.919	23.3
-1.924	23.7
-1.930	25.3
-1.935	27.6
-1.940	30.5
-1.946	33.1
-1.951	33.9
-1.956	31.9
-1.962	28.5
-1.967	24.9
-1.972	22.3
-1.978	20.7
-1.983	20.2
-1.989	20.4
-1.994	21.1
-1.999	21.0
-2.005	19.5
-2.010	16.7
-2.015	13.9
-2.021	11.6
-2.026	10.0
-2.031	8.8
-2.037	8.2
-2.042	7.9
-2.047	7.9
-2.053	8.0
-2.058	8.5
-2.063	9.3
-2.069	10.5
-2.074	12.5
-2.079	15.3
-2.085	19.1
-2.090	23.2
-2.095	25.9
-2.101	25.9
-2.106	24.5
-2.111	23.6
-2.117	24.0
-2.122	25.5
-2.127	27.9
-2.133	30.9
-2.138	33.1
-2.143	32.9
-2.149	30.0
-2.154	26.2
-2.159	22.9
-2.165	20.9
-2.170	20.1
-2.175	20.2
-2.181	20.8
-2.186	20.7
-2.191	18.8
-2.197	16.0
-2.202	13.2
-2.207	11.2
-2.213	9.6
-2.218	8.8
-2.223	8.3
-2.229	8.1
-2.234	8.2
-2.240	8.8
-2.245	9.6
-2.250	10.8
-2.256	12.7
-2.261	15.9
-2.266	20.4
-2.272	24.4
-2.277	25.3
-2.282	24.4
-2.288	23.5
-2.293	23.9
-2.298	25.2
-2.304	27.9
-2.309	31.2
-2.314	33.4
-2.320	32.1
-2.325	28.5
-2.330	24.5
-2.336	21.7
-2.341	20.2
-2.346	20.0
-2.352	20.4
-2.357	20.4
-2.362	18.5
-2.368	15.5
-2.373	12.7
-2.378	10.8
-2.384	9.4
-2.389	8.5
-2.394	8.1
-2.400	8.1
-2.405	8.6
-2.410	9.5
-2.416	10.9
-2.421	13.3
-2.426	16.7
-2.432	21.1
-2.437	24.6
-2.442	25.2
-2.448	24.0
-2.453	23.5
-2.458	24.0
-2.464	25.8
-2.469	28.9
-2.474	31.9
-2.480	32.0
-2.485	28.9
-2.490	24.9
-2.496	22.0
-2.501	20.3
-2.506	19.9
-2.512	20.0
-2.517	19.6
-2.522	17.5
-2.528	14.6
-2.533	12.0
-2.538	10.0
-2.544	8.8
-2.549	8.4
-2.554	8.4
-2.560	8.8
-2.565	9.5
-2.570	10.8
-2.576	12.8
-2.581	16.1
-2.586	20.5
-2.592	23.8
-2.597	24.3
-2.602	23.5
-2.608	23.2
-2.613	24.0
-2.619	26.0
-2.624	29.2
-2.629	31.1
-2.635	29.5
-2.640	25.9
-2.645	22.4
-2.651	20.4
-2.656	19.7
-2.661	19.9
-2.667	19.6
-2.672	17.6
-2.677	14.6
-2.683	12.0
-2.688	10.0
-2.693	8.8
-2.699	8.3
-2.704	8.3
-2.709	8.8
-2.715	9.9
-2.720	11.7
-2.725	14.3
-2.731	18.1
-2.736	24.0
-2.741	24.8
-2.747	24.0
-2.752	23.5
-2.757	24.0
-2.763	26.0
-2.768	29.0
-2.773	30.6
-2.779	28.6
-2.784	24.9
-2.789	21.6
-2.795	19.8
-2.800	19.4
-2.805	19.4
-2.811	18.2
-2.816	15.8
-2.821	13.0
-2.827	11.0
-2.832	9.6
-2.837	8.8
-2.843	8.8
-2.848	9.2
-2.853	10.0
-2.859	11.6
-2.864	14.4
-2.869	18.5
-2.875	22.2
-2.880	23.5
-2.885	22.8
-2.891	22.8
-2.896	23.8
-2.901	26.3
-2.907	29.1
-2.912	29.5
-2.917	26.4
-2.923	22.8
-2.928	20.2
-2.933	19.1
-2.939	19.0
-2.944	18.5
-2.949	16.4
-2.955	13.6
-2.960	11.3
-2.965	9.8
-2.971	9.0
-2.976	8.9
-2.981	9.2
-2.987	10.0
-2.992	11.7
-2.997	14.8
-3.003	19.1
-3.008	22.5
-3.013	22.9
-3.019	22.5
-3.024	22.8
-3.029	24.4
-3.035	27.5
-3.040	29.5
-3.045	27.9
-3.051	24.0
-3.056	20.4
-3.061	18.8
-3.067	18.4
-3.072	18.4
-3.077	16.7
-3.083	14.0
-3.088	11.6
-3.093	10.0
-3.099	9.2
-3.104	8.8
-3.109	9.2
-3.115	10.2
-3.120	12.0
-3.125	15.2
-3.131	19.3
-3.136	22.0
-3.141	22.1
-3.147	22.0
-3.152	22.8
-3.157	25.2
-3.163	28.1
-3.168	28.2
-3.173	25.0
-3.179	21.5
-3.184	19.2
-3.189	18.8
-3.195	18.6
-3.200	17.0
-3.205	14.2
-3.211	11.6
-3.216	9.9
-3.221	8.9
-3.227	8.5
-3.232	8.9
-3.237	10.1
-3.243	12.3
-3.248	15.9
-3.253	20.1
-3.259	21.9
-3.264	21.6
-3.269	21.3
-3.275	22.8
-3.280	26.0
-3.285	27.8
-3.291	24.6
-3.296	19.9
-3.301	16.5
-3.306	15.7
-3.312	16.3
-3.317	16.0
-3.322	14.0
-3.328	11.7
-3.333	9.8
-3.338	8.7
-3.344	8.3
-3.349	8.7
-3.354	9.6
-3.360	11.8
-3.365	15.5
-3.370	19.6
-3.376	21.6
-3.381	21.2
-3.386	21.2
-3.392	22.6
-3.397	25.5
-3.402	27.1
-3.408	25.0
-3.413	21.4
-3.418	18.9
-3.424	18.0
