&a / °	I1 / %
3.216	16.1
3.211	18.1
3.205	22.2
3.200	25.6
3.195	26.4
3.189	24.8
3.184	22.3
3.179	20.7
3.173	21.5
3.168	22.3
3.163	20.5
3.157	17.5
3.152	14.4
3.147	12.0
3.141	10.1
3.136	9.0
3.131	8.6
3.125	8.9
3.120	10.5
3.115	13.2
3.109	15.6
3.104	16.8
3.099	17.1
3.093	17.1
3.088	18.2
3.083	21.5
3.077	25.4
3.072	27.5
3.067	27.0
3.061	24.7
3.056	22.0
3.051	21.2
3.045	22.4
3.040	22.8
3.035	21.0
3.029	17.9
3.024	14.7
3.019	12.2
3.013	10.3
3.008	9.2
3.003	8.8
2.997	9.0
2.992	10.3
2.987	12.8
2.981	15.5
2.976	17.3
2.971	17.9
2.965	17.9
2.960	18.3
2.955	20.5
2.949	24.5
2.944	27.9
2.939	28.8
2.933	27.3
2.928	24.5
2.923	22.1
2.917	22.1
2.912	23.5
2.907	23.5
2.901	21.2
2.896	18.0
2.891	14.8
2.885	12.4
2.880	10.6
2.875	9.4
2.869	8.8
2.864	8.8
2.859	9.8
2.853	12.1
2.848	14.8
2.843	17.0
2.837	18.2
2.832	18.6
2.827	18.6
2.821	19.7
2.816	22.8
2.811	26.8
2.805	29.4
2.800	29.5
2.795	27.5
2.789	24.7
2.784	22.6
2.779	22.8
2.773	24.1
2.768	24.1
2.763	22.0
2.757	18.8
2.752	15.6
2.747	12.8
2.741	11.0
2.736	8.8
2.731	8.5
2.725	8.8
2.720	9.6
2.715	11.2
2.709	14.0
2.704	16.5
2.699	18.3
2.693	19.0
2.688	19.1
2.683	19.2
2.677	20.8
2.672	23.9
2.667	27.8
2.661	30.3
2.656	30.5
2.651	28.6
2.645	25.8
2.640	23.3
2.635	22.9
2.629	24.1
2.624	24.7
2.619	23.3
2.613	20.5
2.608	17.2
2.602	14.4
2.597	12.0
2.592	10.4
2.586	9.2
2.581	8.8
2.576	8.8
2.570	9.6
2.565	11.2
2.560	14.0
2.554	16.4
2.549	18.3
2.544	19.1
2.538	19.2
2.533	19.2
2.528	20.0
2.522	22.4
2.517	26.0
2.512	29.6
2.506	31.2
2.501	30.4
2.496	28.1
2.490	25.2
2.485	23.0
2.480	22.8
2.474	24.2
2.469	24.9
2.464	23.8
2.458	21.2
2.453	18.0
2.448	15.0
2.442	12.6
2.437	10.8
2.432	9.6
2.426	8.8
2.421	8.7
2.416	9.1
2.410	10.2
2.405	12.2
2.400	14.9
2.394	17.4
2.389	19.2
2.384	20.0
2.378	20.0
2.373	20.0
2.368	20.5
2.362	22.4
2.357	25.8
2.352	29.4
2.346	32.1
2.341	32.5
2.336	30.8
2.330	27.9
2.325	25.0
2.320	23.2
2.314	23.3
2.309	24.6
2.304	25.2
2.298	24.1
2.293	21.7
2.288	18.9
2.282	16.1
2.277	13.7
2.272	12.0
2.266	10.8
2.261	10.0
2.256	9.6
2.250	9.6
2.245	10.0
2.240	11.2
2.234	13.2
2.229	15.8
2.223	18.2
2.218	20.0
2.213	20.7
2.207	20.7
2.202	20.3
2.197	20.3
2.191	21.2
2.186	23.3
2.181	26.6
2.175	30.1
2.170	32.4
2.165	32.4
2.159	30.5
2.154	27.7
2.149	24.8
2.143	22.9
2.138	22.9
2.133	24.1
2.127	25.4
2.122	25.4
2.117	23.7
2.111	20.9
2.106	18.0
2.101	15.5
2.095	13.2
2.090	11.6
2.085	10.3
2.079	9.4
2.074	8.8
2.069	8.4
2.063	8.7
2.058	9.4
2.053	10.7
2.047	12.7
2.042	14.8
2.037	17.1
2.031	18.7
2.026	19.5
2.021	19.5
2.015	19.5
2.010	19.4
2.005	19.8
1.999	21.3
1.994	24.0
1.989	27.5
1.983	30.7
1.978	32.4
1.972	32.3
1.967	30.4
1.962	27.6
1.956	24.7
1.951	22.7
1.946	22.0
1.940	22.8
1.935	24.4
1.930	25.4
1.924	25.0
1.919	23.2
1.914	20.5
1.908	17.8
1.903	15.3
1.898	13.0
1.892	11.4
1.887	10.3
1.882	9.5
1.876	9.1
1.871	8.8
1.866	8.9
1.860	9.2
1.855	10.0
1.850	11.4
1.844	13.4
1.839	15.6
1.834	17.7
1.828	19.3
1.823	20.1
1.818	20.3
1.812	20.3
1.807	19.9
1.802	19.5
1.796	19.5
1.791	20.7
1.786	23.0
1.780	26.2
1.775	29.6
1.769	32.4
1.764	33.6
1.759	32.8
1.753	30.7
1.748	27.9
1.743	24.9
1.737	22.6
1.732	21.4
1.727	21.7
1.721	23.0
1.716	24.5
1.711	25.2
1.705	24.5
1.700	22.7
1.695	20.3
1.689	17.8
1.684	15.4
1.679	13.4
1.673	11.8
1.668	10.6
1.663	9.7
1.657	8.9
1.652	8.6
1.647	8.4
1.641	8.4
1.636	8.6
1.631	9.0
1.625	9.8
1.620	11.1
1.615	12.8
1.609	14.8
1.604	16.8
1.599	18.4
1.593	19.6
1.588	20.4
1.582	20.6
1.577	20.4
1.572	20.3
1.566	20.3
1.561	20.3
1.556	21.0
1.550	22.2
1.545	24.4
1.540	27.5
1.534	30.7
1.529	32.9
1.524	34.0
1.518	33.7
1.513	32.3
1.508	29.8
1.502	27.0
1.497	24.5
1.492	22.6
1.486	21.6
1.481	21.8
1.476	22.8
1.470	24.5
1.465	25.7
1.460	26.2
1.454	25.7
1.449	24.1
1.444	21.8
1.438	19.4
1.433	17.0
1.428	14.9
1.422	13.2
1.417	11.6
1.411	10.4
1.406	9.2
1.401	8.4
1.395	8.0
1.390	7.9
1.385	8.0
1.379	8.0
1.374	8.4
1.369	8.8
1.363	9.2
1.358	10.0
1.353	11.2
1.347	12.6
1.342	14.3
1.337	16.2
1.331	18.1
1.326	19.7
1.321	20.9
1.315	21.7
1.310	22.0
1.305	22.0
1.299	21.6
1.294	21.2
1.289	20.8
1.283	20.6
1.278	20.6
1.273	21.2
1.267	22.3
1.262	24.3
1.256	27.1
1.251	30.0
1.246	32.9
1.240	35.1
1.235	36.2
1.230	36.0
1.224	34.7
1.219	32.3
1.214	29.5
1.208	26.9
1.203	24.5
1.198	22.7
1.192	21.5
1.187	20.9
1.182	21.3
1.176	22.2
1.171	23.8
1.166	25.4
1.160	26.7
1.155	27.4
1.150	27.0
1.144	25.9
1.139	24.3
1.134	22.3
1.128	20.3
1.123	18.3
1.118	16.4
1.112	14.8
1.107	13.6
1.101	12.3
1.096	11.5
1.091	10.8
1.085	10.4
1.080	10.0
1.075	9.6
1.069	9.3
1.064	9.2
1.059	9.2
1.053	9.1
1.048	8.9
1.043	8.9
1.037	9.1
1.032	9.6
1.027	10.0
1.021	10.8
1.016	11.5
1.011	12.5
1.005	13.6
1.000	15.2
0.995	16.9
0.989	18.4
0.984	20.0
0.979	21.4
0.973	22.4
0.968	22.8
0.962	23.1
0.957	23.1
0.952	22.7
0.946	22.3
0.941	22.0
0.936	21.7
0.930	21.3
0.925	20.9
0.920	20.5
0.914	20.7
0.909	21.2
0.904	22.1
0.898	23.3
0.893	24.9
0.888	26.9
0.882	29.4
0.877	32.1
0.872	34.7
0.866	36.9
0.861	38.5
0.856	39.6
0.850	40.0
0.845	39.5
0.840	38.2
0.834	36.4
0.829	34.4
0.823	32.0
0.818	29.6
0.813	27.3
0.807	25.4
0.802	23.9
0.797	22.7
0.791	21.8
0.786	21.2
0.781	21.1
0.775	21.2
0.770	21.7
0.765	22.5
0.759	23.7
0.754	25.0
0.749	26.4
0.743	27.6
0.738	28.5
0.733	29.1
0.727	29.1
0.722	28.7
0.717	27.8
0.711	26.7
0.706	25.5
0.701	24.0
0.695	22.3
0.690	20.6
0.684	19.1
0.679	17.9
0.674	16.7
0.668	15.5
0.663	14.5
0.658	13.6
0.652	12.8
0.647	12.0
0.642	11.3
0.636	10.9
0.631	10.5
0.626	10.0
0.620	9.6
0.615	9.2
0.610	9.1
0.604	8.9
0.599	8.6
0.594	8.5
0.588	8.4
0.583	8.5
0.578	8.5
0.572	8.5
0.567	8.6
0.561	8.7
0.556	8.8
0.551	8.8
0.545	8.8
0.540	8.8
0.535	9.1
0.529	9.3
0.524	9.6
0.519	9.8
0.513	9.8
0.508	10.0
0.503	10.0
0.497	10.3
0.492	10.4
0.487	10.8
0.481	11.2
0.476	11.6
0.471	12.0
0.465	12.6
0.460	13.1
0.455	13.9
0.449	14.7
0.444	15.5
0.438	16.3
0.433	17.1
0.428	17.9
0.422	18.9
0.417	19.7
0.412	20.5
0.406	21.2
0.401	22.0
0.396	22.7
0.390	23.2
0.385	23.6
0.380	24.0
0.374	24.3
0.369	24.4
0.364	24.5
0.358	24.4
0.353	24.0
0.348	23.6
0.342	23.4
0.337	23.3
0.332	23.1
0.326	22.8
0.321	22.5
0.316	22.3
0.310	22.0
0.305	21.8
0.299	21.4
0.294	21.3
0.289	21.1
0.283	21.0
0.278	20.7
0.273	20.7
0.267	20.7
0.262	20.6
0.257	20.5
0.251	20.5
0.246	20.5
0.241	20.5
0.235	20.5
0.230	20.5
0.225	20.6
0.219	20.5
0.214	20.4
0.209	20.3
0.203	20.2
0.198	20.1
0.193	20.0
0.187	20.0
0.182	19.9
0.176	19.9
0.171	19.9
0.166	19.9
0.160	19.9
0.155	19.9
0.150	19.9
0.144	20.0
0.139	20.1
0.134	20.3
0.128	20.5
0.123	20.8
0.118	20.8
0.112	20.8
0.107	20.8
0.102	20.9
0.096	21.0
0.091	21.3
0.086	21.3
0.080	21.2
0.075	21.1
0.070	21.1
0.064	21.1
0.059	21.2
0.053	21.2
0.048	21.2
0.043	21.2
0.037	21.2
0.032	21.2
0.027	21.2
0.021	21.2
0.016	21.3
0.011	21.3
0.005	21.5
0.000	21.9
-0.005	21.9
-0.011	21.9
-0.016	21.9
-0.021	21.8
-0.027	21.8
-0.032	21.8
-0.037	21.8
-0.043	21.8
-0.048	21.7
-0.053	21.3
-0.059	21.2
-0.064	21.1
-0.070	21.1
-0.075	21.0
-0.080	21.0
-0.086	20.8
-0.091	20.8
-0.096	20.5
-0.102	20.5
-0.107	20.5
-0.112	20.4
-0.118	20.4
-0.123	20.4
-0.128	20.5
-0.134	20.7
-0.139	20.7
-0.144	20.7
-0.150	20.7
-0.155	20.7
-0.160	20.6
-0.166	20.6
-0.171	20.7
-0.176	20.3
-0.182	19.1
-0.187	17.6
-0.193	17.2
-0.198	17.7
-0.203	18.0
-0.209	17.7
-0.214	17.2
-0.219	17.0
-0.225	17.6
-0.230	18.8
-0.235	20.0
-0.241	20.5
-0.246	20.8
-0.251	20.8
-0.257	20.8
-0.262	20.8
-0.267	21.3
-0.273	21.7
-0.278	21.7
-0.283	21.3
-0.289	20.9
-0.294	21.3
-0.299	22.0
-0.305	22.7
-0.310	23.1
-0.316	23.3
-0.321	23.4
-0.326	23.7
-0.332	23.9
-0.337	24.0
-0.342	24.1
-0.348	24.1
-0.353	24.1
-0.358	24.0
-0.364	23.7
-0.369	23.3
-0.374	22.9
-0.380	22.4
-0.385	21.6
-0.390	20.8
-0.396	19.9
-0.401	19.1
-0.406	18.0
-0.412	17.1
-0.417	16.2
-0.422	15.3
-0.428	14.5
-0.433	13.7
-0.438	13.0
-0.444	12.5
-0.449	12.0
-0.455	11.6
-0.460	11.2
-0.465	10.8
-0.471	10.7
-0.476	10.4
-0.481	10.2
-0.487	10.0
-0.492	9.8
-0.497	9.6
-0.503	9.3
-0.508	9.2
-0.513	9.1
-0.519	9.0
-0.524	9.0
-0.529	8.9
-0.535	8.8
-0.540	8.8
-0.545	8.7
-0.551	8.8
-0.556	8.8
-0.561	8.8
-0.567	8.9
-0.572	9.2
-0.578	9.2
-0.583	9.5
-0.588	9.7
-0.594	10.0
-0.599	10.4
-0.604	10.5
-0.610	10.9
-0.615	11.3
-0.620	11.7
-0.626	12.4
-0.631	13.1
-0.636	13.9
-0.642	14.8
-0.647	16.0
-0.652	17.2
-0.658	18.5
-0.663	20.1
-0.668	21.7
-0.674	23.6
-0.679	25.3
-0.684	27.0
-0.690	28.4
-0.695	29.6
-0.701	29.9
-0.706	29.6
-0.711	28.9
-0.717	28.0
-0.722	26.9
-0.727	25.7
-0.733	24.5
-0.738	23.3
-0.743	22.4
-0.749	21.7
-0.754	21.3
-0.759	21.4
-0.765	21.8
-0.770	22.6
-0.775	23.8
-0.781	25.1
-0.786	26.8
-0.791	28.7
-0.797	30.7
-0.802	32.7
-0.807	34.8
-0.813	36.6
-0.818	38.0
-0.823	38.9
-0.829	39.1
-0.834	38.7
-0.840	37.4
-0.845	35.3
-0.850	32.8
-0.856	30.3
-0.861	28.0
-0.866	26.1
-0.872	24.5
-0.877	23.3
-0.882	22.2
-0.888	21.4
-0.893	20.9
-0.898	20.6
-0.904	20.6
-0.909	20.6
-0.914	20.9
-0.920	21.3
-0.925	21.9
-0.930	22.4
-0.936	22.8
-0.941	23.2
-0.946	23.2
-0.952	22.8
-0.957	21.7
-0.962	20.2
-0.968	18.5
-0.973	16.6
-0.979	15.0
-0.984	13.4
-0.989	12.1
-0.995	11.2
-1.000	10.4
-1.005	9.7
-1.011	9.3
-1.016	8.9
-1.021	8.6
-1.027	8.4
-1.032	8.4
-1.037	8.4
-1.043	8.6
-1.048	8.8
-1.053	9.0
-1.059	9.4
-1.064	9.8
-1.069	10.2
-1.075	11.0
-1.080	11.9
-1.085	13.1
-1.091	14.7
-1.096	16.6
-1.101	18.7
-1.107	21.2
-1.112	23.8
-1.118	26.2
-1.123	27.8
-1.128	28.1
-1.134	27.3
-1.139	25.8
-1.144	24.1
-1.150	22.5
-1.155	21.2
-1.160	20.7
-1.166	21.1
-1.171	22.3
-1.176	24.0
-1.182	26.2
-1.187	28.6
-1.192	31.2
-1.198	33.6
-1.203	35.6
-1.208	36.4
-1.214	36.0
-1.219	34.1
-1.224	31.4
-1.230	28.5
-1.235	25.7
-1.240	23.4
-1.246	21.8
-1.251	20.7
-1.256	20.2
-1.262	19.8
-1.267	19.9
-1.273	20.0
-1.278	20.5
-1.283	21.2
-1.289	21.6
-1.294	21.6
-1.299	20.8
-1.305	19.3
-1.310	17.3
-1.315	15.3
-1.321	13.3
-1.326	11.7
-1.331	10.5
-1.337	9.7
-1.342	9.1
-1.347	8.7
-1.353	8.4
-1.358	8.4
-1.363	8.4
-1.369	8.5
-1.374	8.9
-1.379	9.4
-1.385	10.0
-1.390	10.8
-1.395	12.0
-1.401	13.6
-1.406	15.8
-1.411	18.6
-1.417	21.8
-1.422	24.8
-1.428	26.5
-1.433	26.5
-1.438	25.3
-1.444	23.7
-1.449	22.3
-1.454	21.3
-1.460	21.2
-1.465	22.0
-1.470	23.6
-1.476	26.0
-1.481	28.8
-1.486	31.4
-1.492	33.6
-1.497	34.4
-1.502	33.5
-1.508	31.1
-1.513	28.0
-1.518	25.1
-1.524	22.8
-1.529	21.1
-1.534	20.1
-1.540	19.6
-1.545	19.5
-1.550	19.9
-1.556	20.4
-1.561	21.0
-1.566	21.0
-1.572	20.0
-1.577	18.1
-1.582	15.7
-1.588	13.6
-1.593	11.8
-1.599	10.5
-1.604	9.5
-1.609	8.9
-1.615	8.4
-1.620	8.4
-1.625	8.4
-1.631	8.8
-1.636	9.2
-1.641	10.0
-1.647	11.2
-1.652	12.8
-1.657	14.8
-1.663	17.6
-1.668	20.9
-1.673	24.1
-1.679	26.1
-1.684	26.1
-1.689	24.6
-1.695	22.9
-1.700	21.7
-1.705	21.7
-1.711	22.7
-1.716	24.8
-1.721	27.5
-1.727	30.5
-1.732	32.7
-1.737	33.2
-1.743	32.0
-1.748	29.2
-1.753	26.0
-1.759	23.2
-1.764	21.2
-1.769	19.9
-1.775	19.3
-1.780	19.3
-1.786	19.7
-1.791	20.4
-1.796	20.5
-1.802	19.5
-1.807	17.5
-1.812	15.1
-1.818	12.8
-1.823	11.2
-1.828	10.0
-1.834	9.3
-1.839	8.8
-1.844	8.5
-1.850	8.8
-1.855	9.2
-1.860	9.6
-1.866	10.6
-1.871	12.0
-1.876	14.3
-1.882	17.2
-1.887	20.9
-1.892	24.4
-1.898	26.1
-1.903	25.4
-1.908	23.7
-1.914	22.1
-1.919	21.8
-1.924	22.6
-1.930	24.6
-1.935	27.2
-1.940	30.1
-1.946	32.6
-1.951	33.2
-1.956	31.2
-1.962	27.9
-1.967	24.4
-1.972	21.7
-1.978	20.1
-1.983	19.4
-1.989	19.4
-1.994	20.1
-1.999	20.7
-2.005	20.4
-2.010	18.5
-2.015	15.8
-2.021	13.2
-2.026	11.2
-2.031	9.8
-2.037	9.0
-2.042	8.6
-2.047	8.6
-2.053	8.9
-2.058	9.6
-2.063	10.4
-2.069	12.0
-2.074	14.4
-2.079	17.9
-2.085	21.9
-2.090	25.2
-2.095	25.7
-2.101	24.4
-2.106	22.7
-2.111	22.1
-2.117	22.9
-2.122	24.8
-2.127	27.5
-2.133	30.7
-2.138	32.7
-2.143	32.4
-2.149	29.4
-2.154	25.6
-2.159	22.4
-2.165	20.4
-2.170	19.3
-2.175	19.3
-2.181	19.9
-2.186	20.5
-2.191	20.0
-2.197	17.9
-2.202	15.1
-2.207	12.7
-2.213	10.8
-2.218	9.6
-2.223	8.8
-2.229	8.8
-2.234	9.1
-2.240	9.8
-2.245	10.8
-2.250	12.3
-2.256	14.7
-2.261	18.4
-2.266	22.7
-2.272	24.8
-2.277	24.0
-2.282	22.5
-2.288	21.9
-2.293	22.7
-2.298	24.7
-2.304	27.5
-2.309	30.9
-2.314	33.0
-2.320	31.5
-2.325	27.8
-2.330	23.9
-2.336	21.1
-2.341	19.5
-2.346	19.1
-2.352	19.6
-2.357	20.4
-2.362	19.6
-2.368	17.2
-2.373	14.4
-2.378	12.0
-2.384	10.4
-2.389	9.3
-2.394	8.8
-2.400	8.8
-2.405	9.5
-2.410	10.6
-2.416	12.3
-2.421	15.3
-2.426	19.3
-2.432	23.3
-2.437	24.9
-2.442	24.0
-2.448	22.4
-2.453	22.1
-2.458	23.2
-2.464	25.4
-2.469	28.6
-2.474	31.6
-2.480	31.6
-2.485	28.4
-2.490	24.4
-2.496	21.4
-2.501	19.7
-2.506	19.2
-2.512	19.2
-2.517	19.6
-2.522	18.7
-2.528	16.3
-2.533	13.5
-2.538	11.4
-2.544	9.9
-2.549	9.1
-2.554	9.1
-2.560	9.5
-2.565	10.4
-2.570	12.0
-2.576	14.6
-2.581	18.6
-2.586	22.6
-2.592	24.1
-2.597	23.2
-2.602	22.1
-2.608	22.2
-2.613	23.4
-2.619	25.8
-2.624	28.9
-2.629	30.6
-2.635	29.0
-2.640	25.3
-2.645	22.0
-2.651	20.0
-2.656	19.1
-2.661	19.2
-2.667	19.6
-2.672	18.8
-2.677	16.3
-2.683	13.5
-2.688	11.2
-2.693	9.6
-2.699	8.8
-2.704	8.8
-2.709	9.6
-2.715	11.0
-2.720	13.2
-2.725	16.4
-2.731	20.3
-2.736	24.8
-2.741	24.0
-2.747	22.6
-2.752	22.3
-2.757	23.3
-2.763	25.7
-2.768	28.8
-2.773	30.3
-2.779	28.3
-2.784	24.6
-2.789	21.3
-2.795	19.3
-2.800	18.6
-2.805	18.9
-2.811	18.9
-2.816	17.3
-2.821	14.5
-2.827	12.1
-2.832	10.5
-2.837	9.7
-2.843	9.6
-2.848	10.0
-2.853	11.2
-2.859	13.2
-2.864	16.5
-2.869	20.7
-2.875	23.1
-2.880	22.7
-2.885	21.8
-2.891	21.9
-2.896	23.2
-2.901	26.0
-2.907	28.9
-2.912	29.1
-2.917	26.0
-2.923	22.4
-2.928	19.6
-2.933	18.4
-2.939	18.4
-2.944	18.7
-2.949	17.5
-2.955	15.1
-2.960	12.7
-2.965	11.0
-2.971	10.0
-2.976	9.6
-2.981	10.0
-2.987	11.2
-2.992	13.2
-2.997	16.9
-3.003	20.9
-3.008	22.7
-3.013	22.2
-3.019	21.6
-3.024	22.0
-3.029	24.0
-3.035	27.1
-3.040	29.1
-3.045	27.5
-3.051	23.6
-3.056	20.0
-3.061	18.3
-3.067	17.6
-3.072	18.1
-3.077	17.6
-3.083	15.2
-3.088	12.8
-3.093	10.9
-3.099	9.9
-3.104	9.6
-3.109	10.0
-3.115	11.2
-3.120	13.6
-3.125	17.4
-3.131	20.9
-3.136	21.9
-3.141	21.1
-3.147	21.0
-3.152	22.1
-3.157	24.9
-3.163	27.8
-3.168	27.8
-3.173	24.6
-3.179	21.1
-3.184	18.8
-3.189	18.1
-3.195	18.3
-3.200	17.6
-3.205	15.2
-3.211	12.8
-3.216	10.8
-3.221	9.6
-3.227	9.3
-3.232	9.7
-3.237	11.2
-3.243	14.0
-3.248	18.0
-3.253	21.2
-3.259	21.6
-3.264	20.8
-3.269	20.7
-3.275	22.3
-3.280	25.8
-3.285	27.5
-3.291	24.2
-3.296	19.5
-3.301	16.1
-3.306	15.3
-3.312	16.0
-3.317	16.4
-3.322	15.2
-3.328	12.8
-3.333	10.8
-3.338	9.6
-3.344	9.2
-3.349	9.6
-3.354	10.8
-3.360	13.6
-3.365	17.6
-3.370	20.7
-3.376	21.1
-3.381	20.4
-3.386	20.4
-3.392	22.1
-3.397	25.3
-3.402	26.8
-3.408	24.5
-3.413	20.9
-3.418	18.3
-3.424	17.5
