&a / °	I1 / %
-3.429	6.1
-3.434	4.5
-3.440	3.7
-3.445	3.3
-3.450	2.9
-3.456	2.9
-3.461	2.9
-3.466	3.3
-3.472	3.7
-3.477	4.5
-3.482	5.7
-3.488	7.3
-3.493	9.7
-3.498	12.9
-3.504	16.9
-3.509	21.2
-3.514	23.3
-3.520	20.9
-3.525	15.7
-3.530	11.3
-3.536	7.8
-3.541	5.8
-3.546	4.5
-3.552	3.7
-3.557	3.3
-3.562	2.9
-3.568	2.9
-3.573	2.9
-3.578	3.3
-3.584	3.7
-3.589	4.8
-3.594	6.2
-3.600	8.2
-3.605	10.9
-3.610	14.5
-3.616	18.9
-3.621	22.9
-3.626	22.5
-3.632	17.9
-3.637	12.8
-3.642	8.7
-3.647	6.2
-3.653	4.6
-3.658	3.7
-3.663	3.2
-3.669	2.9
-3.674	2.9
-3.679	2.9
-3.685	3.3
-3.690	3.7
-3.695	4.9
-3.701	6.4
-3.706	8.4
-3.711	11.2
-3.717	14.8
-3.722	19.2
-3.727	22.2
-3.733	20.6
-3.738	15.9
-3.743	11.2
-3.749	7.7
-3.754	5.5
-3.759	4.2
-3.765	3.4
-3.770	2.9
-3.775	2.9
-3.781	2.9
-3.786	3.2
-3.791	3.6
-3.797	4.5
-3.802	5.7
-3.807	7.6
-3.813	10.0
-3.818	13.3
-3.823	17.5
-3.829	21.0
-3.834	20.4
-3.839	16.4
-3.844	11.6
-3.850	8.0
-3.855	5.6
-3.860	4.2
-3.866	3.4
-3.871	3.0
-3.876	2.9
-3.882	2.9
-3.887	3.2
-3.892	3.7
-3.898	4.5
-3.903	5.8
-3.908	7.8
-3.914	10.4
-3.919	13.6
-3.924	17.2
-3.930	19.0
-3.935	17.3
-3.940	13.3
-3.946	9.5
-3.951	6.7
-3.956	4.9
-3.962	3.8
-3.967	3.3
-3.972	2.9
-3.978	2.9
-3.983	3.0
-3.988	3.4
-3.994	4.1
-3.999	5.3
-4.004	7.0
-4.009	9.4
-4.015	12.5
-4.020	16.4
-4.025	19.3
-4.031	18.5
-4.036	14.5
-4.041	10.5
-4.047	7.3
-4.052	5.3
-4.057	4.4
-4.063	3.6
-4.068	3.2
-4.073	3.1
-4.079	3.2
-4.084	3.6
-4.089	4.3
-4.095	5.4
-4.100	7.0
-4.105	9.3
-4.111	12.5
-4.116	16.1
-4.121	17.8
-4.127	16.2
-4.132	12.9
-4.137	9.3
-4.143	6.5
-4.148	4.9
-4.153	3.9
-4.158	3.3
-4.164	2.9
-4.169	2.9
-4.174	3.3
-4.180	3.7
-4.185	4.9
-4.190	6.4
-4.196	8.4
-4.201	11.0
-4.206	14.1
-4.212	16.9
-4.217	16.9
-4.222	14.0
-4.228	10.3
-4.233	7.3
-4.238	5.3
-4.244	4.4
-4.249	3.6
-4.254	3.2
-4.260	3.2
-4.265	3.4
-4.270	3.8
-4.275	4.9
-4.281	6.2
-4.286	8.1
-4.291	10.6
-4.297	13.8
-4.302	16.5
-4.307	16.5
-4.313	13.7
-4.318	10.1
-4.323	7.2
-4.329	5.3
-4.334	4.3
-4.339	3.6
-4.345	3.2
-4.350	3.3
-4.355	3.7
-4.361	4.1
-4.366	4.9
-4.371	6.4
-4.377	8.4
-4.382	11.2
-4.387	14.1
-4.392	16.1
-4.398	15.2
-4.403	12.1
-4.408	8.6
-4.414	6.2
-4.419	4.6
-4.424	3.8
-4.430	3.3
-4.435	3.3
-4.440	3.4
-4.446	3.7
-4.451	4.9
-4.456	6.2
-4.462	8.0
-4.467	10.4
-4.472	13.2
-4.478	15.3
-4.483	15.2
-4.488	12.8
-4.493	9.3
-4.499	6.6
-4.504	4.6
-4.509	3.5
-4.515	3.0
-4.520	2.9
-4.525	3.3
-4.531	3.7
-4.536	4.9
-4.541	6.1
-4.547	7.9
-4.552	10.1
-4.557	12.5
-4.563	14.5
-4.568	14.1
-4.573	11.9
-4.578	8.9
-4.584	6.5
-4.589	4.5
-4.594	3.6
-4.600	3.0
-4.605	2.9
-4.610	3.3
-4.616	3.7
-4.621	4.9
-4.626	6.5
-4.632	8.5
-4.637	10.6
-4.642	12.8
-4.648	14.3
-4.653	13.4
-4.658	10.7
-4.663	7.7
-4.669	5.3
-4.674	4.1
-4.679	3.1
-4.685	2.7
-4.690	2.8
-4.695	3.2
-4.701	4.1
-4.706	5.3
-4.711	7.3
-4.717	9.4
-4.722	11.6
-4.727	13.3
-4.733	13.4
-4.738	11.4
-4.743	8.6
-4.748	6.1
-4.754	4.5
-4.759	3.3
-4.764	2.5
-4.770	2.4
-4.775	2.8
-4.780	3.6
-4.786	4.8
-4.791	6.4
-4.796	8.5
-4.802	10.9
-4.807	12.8
-4.812	12.9
-4.818	11.3
-4.823	8.5
-4.828	6.1
-4.833	4.4
-4.839	3.2
-4.844	2.5
-4.849	2.1
-4.855	2.5
-4.860	3.2
-4.865	4.3
-4.871	5.9
-4.876	8.2
-4.881	10.7
-4.887	12.5
-4.892	12.5
-4.897	10.9
-4.902	8.1
-4.908	5.7
-4.913	4.0
-4.918	2.9
-4.924	2.2
-4.929	2.1
-4.934	2.2
-4.940	2.9
-4.945	4.1
-4.950	5.7
-4.956	8.1
-4.961	10.6
-4.966	12.2
-4.971	11.5
-4.977	9.3
-4.982	6.9
-4.987	4.9
-4.993	3.3
-4.998	2.5
-5.003	2.1
-5.009	2.0
-5.014	2.1
-5.019	2.9
-5.025	4.1
-5.030	5.8
-5.035	8.2
-5.040	10.6
-5.046	11.7
-5.051	10.4
-5.056	7.7
-5.062	5.3
-5.067	3.7
-5.072	2.6
-5.078	1.9
-5.083	1.7
-5.088	1.7
-5.094	2.1
-5.099	2.9
-5.104	4.2
-5.109	6.1
-5.115	8.5
-5.120	10.1
-5.125	9.9
-5.131	7.9
-5.136	5.5
-5.141	3.7
-5.147	2.5
-5.152	1.7
-5.157	1.4
-5.162	1.4
-5.168	1.7
-5.173	2.1
-5.178	3.0
-5.184	4.4
-5.189	6.4
-5.194	8.1
-5.200	8.4
-5.205	7.0
-5.210	5.0
-5.216	3.4
-5.221	2.4
-5.226	1.7
-5.231	1.3
-5.237	1.3
-5.242	1.3
-5.247	1.7
-5.253	2.5
-5.258	3.3
-5.263	4.9
-5.269	6.1
-5.274	6.5
-5.279	5.3
-5.284	4.4
-5.290	2.9
-5.295	2.1
-5.300	1.4
-5.306	1.1
-5.311	1.0
-5.316	1.0
-5.322	1.3
-5.327	1.8
-5.332	2.6
-5.337	3.4
-5.343	4.2
-5.348	4.2
-5.353	3.7
-5.359	2.9
-5.364	2.0
-5.369	1.3
-5.375	0.9
-5.380	0.9
-5.385	0.8
-5.390	0.8
-5.396	0.9
-5.401	1.3
-5.406	2.0
-5.412	2.5
-5.417	2.9
-5.422	2.9
-5.428	2.5
-5.433	1.7
-5.438	1.3
-5.443	0.9
-5.449	0.5
-5.454	0.5
