&a / °	I1 / %
4.685	4.7
4.679	4.9
4.674	4.5
4.669	3.7
4.663	2.8
4.658	2.1
4.653	1.6
4.648	1.3
4.642	1.0
4.637	1.0
4.632	1.0
4.626	1.4
4.621	1.9
4.616	3.0
4.610	4.6
4.605	6.5
4.600	7.4
4.594	7.3
4.589	6.1
4.584	4.8
4.578	3.6
4.573	2.7
4.568	1.9
4.563	1.5
4.557	1.3
4.552	1.3
4.547	1.3
4.541	1.7
4.536	2.5
4.531	3.8
4.525	6.1
4.520	8.9
4.515	10.4
4.509	10.0
4.504	8.1
4.499	6.1
4.493	4.5
4.488	3.3
4.483	2.5
4.478	1.8
4.472	1.4
4.467	1.3
4.462	1.3
4.456	1.7
4.451	2.4
4.446	3.7
4.440	6.5
4.435	10.1
4.430	12.9
4.424	12.9
4.419	10.9
4.414	8.5
4.408	6.1
4.403	4.5
4.398	3.3
4.392	2.5
4.387	1.9
4.382	1.5
4.377	1.4
4.371	1.4
4.366	1.7
4.361	2.7
4.355	4.7
4.350	8.6
4.345	13.3
4.339	15.7
4.334	14.5
4.329	11.8
4.323	8.9
4.318	6.5
4.313	4.7
4.307	3.5
4.302	2.6
4.297	2.1
4.291	1.7
4.286	1.7
4.281	1.7
4.275	1.9
4.270	2.7
4.265	4.7
4.260	9.0
4.254	14.6
4.249	17.4
4.244	16.4
4.238	13.5
4.233	10.3
4.228	7.4
4.222	5.4
4.217	4.3
4.212	3.2
4.206	2.5
4.201	2.1
4.196	1.8
4.190	1.8
4.185	1.8
4.180	2.4
4.174	3.7
4.169	7.1
4.164	12.8
4.158	17.6
4.153	18.1
4.148	15.7
4.143	12.5
4.137	9.3
4.132	6.7
4.127	5.0
4.121	3.9
4.116	2.9
4.111	2.5
4.105	2.1
4.100	2.1
4.095	2.1
4.089	2.2
4.084	2.7
4.079	4.1
4.073	8.1
4.068	14.6
4.063	19.0
4.057	19.0
4.052	16.5
4.047	13.1
4.041	9.7
4.036	6.9
4.031	5.1
4.025	4.2
4.020	3.3
4.015	2.6
4.009	2.2
4.004	2.1
3.999	2.1
3.994	2.3
3.988	2.7
3.983	3.5
3.978	6.8
3.972	13.1
3.967	18.9
3.962	20.2
3.956	18.5
3.951	15.1
3.946	11.4
3.940	8.2
3.935	6.1
3.930	4.5
3.924	3.7
3.919	3.0
3.914	2.5
3.908	2.2
3.903	2.1
3.898	2.1
3.892	2.5
3.887	3.0
3.882	4.5
3.876	8.5
3.871	15.2
3.866	19.7
3.860	20.5
3.855	18.5
3.850	14.9
3.844	11.2
3.839	8.2
3.834	6.1
3.829	4.5
3.823	3.7
3.818	3.3
3.813	2.9
3.807	2.7
3.802	2.5
3.797	2.5
3.791	2.5
3.786	2.9
3.781	4.1
3.775	7.2
3.770	13.3
3.765	19.1
3.759	21.0
3.754	19.9
3.749	16.6
3.743	12.8
3.738	9.3
3.733	6.9
3.727	5.3
3.722	4.4
3.717	3.6
3.711	3.2
3.706	2.9
3.701	2.9
3.695	2.9
3.690	2.9
3.685	2.9
3.679	3.3
3.674	4.5
3.669	8.2
3.663	14.6
3.658	20.0
3.653	21.6
3.647	20.1
3.642	16.5
3.637	12.6
3.632	9.3
3.626	6.9
3.621	5.3
3.616	4.4
3.610	3.6
3.605	3.3
3.600	3.0
3.594	2.9
3.589	2.9
3.584	2.9
3.578	2.9
3.573	3.3
3.568	4.1
3.562	6.5
3.557	12.1
3.552	18.5
3.546	22.1
3.541	22.0
3.536	19.0
3.530	14.9
3.525	11.0
3.520	8.2
3.514	6.2
3.509	4.9
3.504	4.1
3.498	3.6
3.493	3.2
3.488	3.0
3.482	2.9
3.477	2.9
3.472	2.9
3.466	3.3
3.461	3.7
3.456	4.5
3.450	6.9
3.445	12.3
3.440	18.8
3.434	22.7
3.429	23.0
3.424	20.3
3.418	16.0
3.413	12.0
3.408	8.8
3.402	6.5
3.397	5.0
3.392	4.2
3.386	3.4
3.381	3.0
3.376	2.9
3.370	2.9
3.365	2.9
3.360	3.1
3.354	3.4
3.349	3.7
3.344	4.1
3.338	5.3
3.333	8.2
3.328	14.2
3.322	20.5
3.317	23.7
3.312	23.3
3.306	20.1
3.301	15.8
3.296	11.9
3.291	8.9
3.285	6.5
3.280	5.0
3.275	4.2
3.269	3.5
3.264	3.2
3.259	3.0
3.253	3.0
3.248	3.0
3.243	3.3
3.237	3.6
3.232	3.8
3.227	4.1
3.221	4.9
3.216	6.5
3.211	10.9
3.205	17.7
3.200	23.3
3.195	25.3
3.189	23.8
3.184	19.8
3.179	15.4
3.173	11.4
3.168	8.5
3.163	6.4
3.157	5.0
3.152	4.1
3.147	3.6
3.141	3.2
3.136	3.0
3.131	3.0
3.125	3.0
3.120	3.3
3.115	3.7
3.109	4.1
3.104	4.5
3.099	5.1
3.093	6.3
3.088	9.4
3.083	15.4
3.077	22.1
3.072	26.1
3.067	26.1
3.061	23.3
3.056	18.9
3.051	14.5
3.045	10.9
3.040	8.2
3.035	6.2
3.029	5.0
3.024	4.1
3.019	3.7
3.013	3.3
3.008	3.0
3.003	3.0
2.997	3.0
2.992	3.2
2.987	3.6
2.981	4.0
2.976	4.4
2.971	5.0
2.965	6.1
2.960	8.1
2.955	12.7
2.949	19.4
2.944	25.1
2.939	27.3
2.933	26.1
2.928	22.2
2.923	17.8
2.917	13.7
2.912	10.5
2.907	8.0
2.901	6.1
2.896	4.9
2.891	4.1
2.885	3.6
2.880	3.3
2.875	3.0
2.869	2.9
2.864	2.9
2.859	2.9
2.853	3.1
2.848	3.5
2.843	3.9
2.837	4.7
2.832	5.7
2.827	7.3
2.821	10.6
2.816	16.5
2.811	23.0
2.805	27.4
2.800	28.4
2.795	26.1
2.789	22.0
2.784	17.4
2.779	13.4
2.773	10.2
2.768	7.8
2.763	6.1
2.757	4.9
2.752	4.1
2.747	3.7
2.741	3.3
2.736	2.9
2.731	2.9
2.725	2.9
2.720	2.9
2.715	2.9
2.709	3.3
2.704	3.7
2.699	4.1
2.693	4.9
2.688	6.1
2.683	7.8
2.677	11.3
2.672	17.3
2.667	23.7
2.661	28.0
2.656	29.1
2.651	27.1
2.645	23.2
2.640	18.5
2.635	14.5
2.629	10.9
2.624	8.5
2.619	6.5
2.613	5.3
2.608	4.5
2.602	3.7
2.597	3.3
2.592	3.1
2.586	2.9
2.581	2.9
2.576	2.9
2.570	2.9
2.565	2.9
2.560	3.1
2.554	3.4
2.549	3.7
2.544	4.3
2.538	5.3
2.533	6.9
2.528	9.7
2.522	14.5
2.517	20.8
2.512	26.4
2.506	29.3
2.501	29.1
2.496	26.3
2.490	22.1
2.485	17.7
2.480	13.7
2.474	10.5
2.469	8.1
2.464	6.5
2.458	5.3
2.453	4.5
2.448	3.7
2.442	3.3
2.437	3.1
2.432	3.0
2.426	2.9
2.421	2.9
2.416	2.9
2.410	2.9
2.405	2.9
2.400	3.2
2.394	3.4
2.389	3.7
2.384	4.2
2.378	5.0
2.373	6.2
2.368	8.5
2.362	12.6
2.357	18.4
2.352	24.2
2.346	28.6
2.341	30.1
2.336	28.7
2.330	25.3
2.325	20.9
2.320	16.7
2.314	13.1
2.309	10.3
2.304	8.2
2.298	6.6
2.293	5.4
2.288	4.8
2.282	4.4
2.277	4.1
2.272	4.1
2.266	4.0
2.261	4.0
2.256	4.0
2.250	4.1
2.245	4.1
2.240	4.1
2.234	4.4
2.229	4.7
2.223	4.9
2.218	5.3
2.213	5.7
2.207	6.1
2.202	6.9
2.197	8.2
2.191	10.9
2.186	15.3
2.181	21.1
2.175	26.7
2.170	30.3
2.165	31.2
2.159	29.3
2.154	25.7
2.149	21.3
2.143	17.3
2.138	13.7
2.133	10.9
2.127	8.6
2.122	6.9
2.117	5.7
2.111	4.9
2.106	4.2
2.101	3.8
2.095	3.4
2.090	3.3
2.085	3.1
2.079	3.0
2.074	2.9
2.069	2.9
2.063	2.9
2.058	2.9
2.053	2.9
2.047	2.9
2.042	3.0
2.037	3.4
2.031	3.7
2.026	4.1
2.021	4.5
2.015	5.3
2.010	6.5
2.005	8.5
1.999	12.2
1.994	17.4
1.989	23.3
1.983	28.5
1.978	31.6
1.972	31.9
1.967	29.7
1.962	26.1
1.956	21.7
1.951	17.7
1.946	14.1
1.940	11.3
1.935	9.0
1.930	7.4
1.924	6.1
1.919	5.3
1.914	4.5
1.908	4.1
1.903	3.7
1.898	3.6
1.892	3.3
1.887	3.3
1.882	3.3
1.876	3.3
1.871	3.3
1.866	3.7
1.860	3.7
1.855	4.1
1.850	4.1
1.844	4.5
1.839	4.8
1.834	4.9
1.828	4.9
1.823	5.2
1.818	5.4
1.812	5.7
1.807	6.1
1.802	7.0
1.796	8.6
1.791	11.6
1.786	16.0
1.780	21.6
1.775	27.3
1.769	31.6
1.764	33.4
1.759	32.8
1.753	30.1
1.748	26.3
1.743	22.1
1.737	18.1
1.732	14.6
1.727	11.9
1.721	9.7
1.716	8.1
1.711	6.9
1.705	5.7
1.700	4.9
1.695	4.5
1.689	4.1
1.684	3.7
1.679	3.4
1.673	3.3
1.668	3.3
1.663	3.3
1.657	3.1
1.652	3.1
1.647	3.0
1.641	3.0
1.636	3.0
1.631	3.0
1.625	3.0
1.620	3.0
1.615	3.1
1.609	3.3
1.604	3.4
1.599	3.7
1.593	4.0
1.588	4.3
1.582	4.7
1.577	5.4
1.572	6.2
1.566	7.4
1.561	9.0
1.556	11.4
1.550	14.8
1.545	19.4
1.540	24.7
1.534	29.9
1.529	33.5
1.524	35.3
1.518	35.3
1.513	33.3
1.508	29.9
1.502	25.9
1.497	21.9
1.492	18.2
1.486	15.0
1.481	12.5
1.476	10.5
1.470	8.8
1.465	7.4
1.460	6.4
1.454	5.5
1.449	4.9
1.444	4.5
1.438	4.1
1.433	3.8
1.428	3.7
1.422	3.4
1.417	3.3
1.411	3.1
1.406	2.9
1.401	2.9
1.395	2.9
1.390	2.9
1.385	2.9
1.379	2.9
1.374	2.9
1.369	2.9
1.363	2.9
1.358	2.9
1.353	3.2
1.347	3.3
1.342	3.4
1.337	3.7
1.331	3.8
1.326	4.1
1.321	4.4
1.315	4.8
1.310	5.3
1.305	5.9
1.299	6.6
1.294	7.4
1.289	8.4
1.283	9.5
1.278	11.0
1.273	13.0
1.267	15.9
1.262	19.8
1.256	24.6
1.251	29.5
1.246	33.9
1.240	36.8
1.235	38.2
1.230	37.8
1.224	35.8
1.219	32.6
1.214	29.0
1.208	25.1
1.203	21.5
1.198	18.4
1.192	15.6
1.187	13.2
1.182	11.3
1.176	9.7
1.171	8.5
1.166	7.3
1.160	6.5
1.155	5.8
1.150	5.3
1.144	4.9
1.139	4.5
1.134	4.2
1.128	4.1
1.123	4.1
1.118	4.1
1.112	3.9
1.107	3.9
1.101	3.8
1.096	3.8
1.091	3.8
1.085	3.9
1.080	4.1
1.075	4.1
1.069	4.1
1.064	4.1
1.059	4.1
1.053	4.0
1.048	3.7
1.043	3.5
1.037	3.3
1.032	3.3
1.027	3.3
1.021	3.3
1.016	3.3
1.011	3.3
1.005	3.3
1.000	3.4
0.995	3.5
0.989	3.7
0.984	3.7
0.979	4.1
0.973	4.1
0.968	4.1
0.962	4.5
0.957	4.9
0.952	5.3
0.946	5.7
0.941	6.1
0.936	6.8
0.930	7.3
0.925	8.0
0.920	8.9
0.914	10.1
0.909	11.7
0.904	14.1
0.898	16.8
0.893	20.0
0.888	23.7
0.882	27.8
0.877	31.8
0.872	35.6
0.866	38.6
0.861	40.6
0.856	41.7
0.850	41.8
0.845	40.7
0.840	38.8
0.834	36.3
0.829	33.4
0.823	30.3
0.818	27.0
0.813	24.0
0.807	21.4
0.802	19.0
0.797	16.9
0.791	14.9
0.786	13.3
0.781	12.0
0.775	10.8
0.770	9.7
0.765	8.9
0.759	8.1
0.754	7.4
0.749	6.9
0.743	6.5
0.738	6.1
0.733	5.7
0.727	5.3
0.722	5.0
0.717	4.9
0.711	4.9
0.706	4.8
0.701	4.8
0.695	4.6
0.690	4.5
0.684	4.5
0.679	4.5
0.674	4.1
0.668	4.1
0.663	3.7
0.658	3.7
0.652	3.5
0.647	3.4
0.642	3.3
0.636	3.3
0.631	3.3
0.626	3.3
0.620	3.3
0.615	3.3
0.610	3.3
0.604	3.2
0.599	3.2
0.594	3.2
0.588	3.1
0.583	3.1
0.578	3.1
0.572	3.1
0.567	3.1
0.561	3.1
0.556	3.1
0.551	3.2
0.545	3.3
0.540	3.5
0.535	3.7
0.529	3.7
0.524	3.8
0.519	3.9
0.513	3.9
0.508	3.7
0.503	3.5
0.497	3.4
0.492	3.3
0.487	3.3
0.481	3.3
0.476	3.3
0.471	3.3
0.465	3.3
0.460	3.3
0.455	3.3
0.449	3.3
0.444	3.3
0.438	3.3
0.433	3.4
0.428	3.5
0.422	3.7
0.417	3.7
0.412	3.7
0.406	3.7
0.401	4.0
0.396	4.1
0.390	4.1
0.385	4.3
0.380	4.6
0.374	4.9
0.369	5.3
0.364	5.3
0.358	5.3
0.353	5.2
0.348	5.0
0.342	4.9
0.337	4.9
0.332	4.9
0.326	4.9
0.321	5.0
0.316	5.2
0.310	5.3
0.305	5.4
0.299	5.6
0.294	5.7
0.289	5.8
0.283	6.0
0.278	6.1
0.273	6.4
0.267	6.5
0.262	6.6
0.257	6.9
0.251	7.3
0.246	7.6
0.241	8.0
0.235	8.2
0.230	8.6
0.225	9.0
0.219	9.3
0.214	9.3
0.209	9.3
0.203	9.3
0.198	9.3
0.193	9.6
0.187	9.7
0.182	9.8
0.176	10.1
0.171	10.4
0.166	10.5
0.160	10.6
0.155	11.0
0.150	11.3
0.144	11.7
0.139	12.0
0.134	12.2
0.128	12.5
0.123	12.9
0.118	13.1
0.112	13.4
0.107	13.7
0.102	14.1
0.096	14.5
0.091	14.8
0.086	14.9
0.080	15.2
0.075	15.2
0.070	15.3
0.064	15.2
0.059	15.3
0.053	15.3
0.048	15.4
0.043	15.4
0.037	15.5
0.032	15.6
0.027	15.7
0.021	15.7
0.016	15.7
0.011	15.7
0.005	15.8
0.000	16.1
-0.005	16.1
-0.011	16.1
-0.016	16.1
-0.021	16.1
-0.027	16.1
-0.032	16.1
-0.037	16.1
-0.043	16.1
-0.048	15.7
-0.053	15.3
-0.059	14.9
-0.064	14.7
-0.070	14.4
-0.075	14.1
-0.080	14.0
-0.086	13.7
-0.091	13.5
-0.096	13.2
-0.102	13.0
-0.107	12.8
-0.112	12.6
-0.118	12.5
-0.123	12.2
-0.128	12.0
-0.134	11.8
-0.139	11.7
-0.144	11.7
-0.150	11.5
-0.155	11.1
-0.160	10.9
-0.166	10.7
-0.171	10.5
-0.176	10.0
-0.182	9.0
-0.187	8.1
-0.193	7.7
-0.198	7.7
-0.203	7.5
-0.209	7.1
-0.214	6.7
-0.219	6.5
-0.225	6.5
-0.230	6.9
-0.235	7.1
-0.241	7.1
-0.246	7.0
-0.251	6.9
-0.257	6.8
-0.262	6.7
-0.267	6.7
-0.273	6.6
-0.278	6.5
-0.283	6.1
-0.289	5.7
-0.294	5.7
-0.299	5.7
-0.305	5.6
-0.310	5.3
-0.316	5.3
-0.321	5.0
-0.326	4.9
-0.332	4.7
-0.337	4.5
-0.342	4.5
-0.348	4.5
-0.353	4.5
-0.358	4.5
-0.364	4.5
-0.369	4.5
-0.374	4.5
-0.380	4.5
-0.385	4.5
-0.390	4.5
-0.396	4.5
-0.401	4.3
-0.406	4.1
-0.412	4.1
-0.417	3.9
-0.422	3.8
-0.428	3.7
-0.433	3.7
-0.438	3.7
-0.444	3.7
-0.449	3.7
-0.455	3.7
-0.460	3.7
-0.465	3.7
-0.471	3.7
-0.476	3.7
-0.481	3.7
-0.487	3.7
-0.492	3.7
-0.497	3.7
-0.503	3.7
-0.508	3.7
-0.513	3.5
-0.519	3.4
-0.524	3.4
-0.529	3.3
-0.535	3.3
-0.540	3.3
-0.545	3.3
-0.551	3.3
-0.556	3.3
-0.561	3.3
-0.567	3.3
-0.572	3.5
-0.578	3.5
-0.583	3.6
-0.588	3.6
-0.594	3.6
-0.599	3.7
-0.604	3.7
-0.610	3.7
-0.615	3.7
-0.620	3.7
-0.626	3.7
-0.631	3.7
-0.636	3.7
-0.642	3.7
-0.647	3.7
-0.652	3.8
-0.658	4.1
-0.663	4.1
-0.668	4.1
-0.674	4.1
-0.679	4.3
-0.684	4.4
-0.690	4.7
-0.695	4.9
-0.701	5.3
-0.706	5.4
-0.711	5.8
-0.717	6.1
-0.722	6.5
-0.727	6.9
-0.733	7.4
-0.738	8.2
-0.743	8.9
-0.749	9.8
-0.754	10.8
-0.759	12.0
-0.765	13.3
-0.770	14.9
-0.775	16.9
-0.781	18.9
-0.786	21.3
-0.791	24.0
-0.797	26.8
-0.802	29.6
-0.807	32.6
-0.813	35.3
-0.818	37.7
-0.823	39.8
-0.829	41.1
-0.834	41.6
-0.840	40.8
-0.845	38.6
-0.850	35.4
-0.856	31.6
-0.861	27.6
-0.866	23.9
-0.872	20.5
-0.877	17.5
-0.882	15.0
-0.888	12.9
-0.893	11.3
-0.898	9.7
-0.904	8.5
-0.909	7.7
-0.914	6.9
-0.920	6.5
-0.925	6.0
-0.930	5.6
-0.936	5.1
-0.941	4.7
-0.946	4.5
-0.952	4.3
-0.957	4.1
-0.962	4.1
-0.968	3.9
-0.973	3.7
-0.979	3.7
-0.984	3.4
-0.989	3.3
-0.995	3.3
-1.000	3.3
-1.005	3.3
-1.011	3.3
-1.016	3.3
-1.021	3.3
-1.027	3.2
-1.032	3.2
-1.037	3.2
-1.043	3.2
-1.048	3.2
-1.053	3.2
-1.059	3.2
-1.064	3.2
-1.069	3.2
-1.075	3.3
-1.080	3.3
-1.085	3.4
-1.091	3.6
-1.096	3.7
-1.101	3.7
-1.107	4.1
-1.112	4.1
-1.118	4.5
-1.123	4.9
-1.128	5.3
-1.134	5.8
-1.139	6.5
-1.144	7.3
-1.150	8.1
-1.155	9.3
-1.160	10.9
-1.166	12.9
-1.171	15.2
-1.176	18.0
-1.182	21.2
-1.187	24.8
-1.192	28.4
-1.198	32.0
-1.203	35.3
-1.208	37.4
-1.214	38.1
-1.219	36.7
-1.224	33.3
-1.230	28.8
-1.235	23.9
-1.240	19.4
-1.246	15.8
-1.251	12.9
-1.256	10.6
-1.262	9.0
-1.267	7.7
-1.273	6.8
-1.278	6.0
-1.283	5.2
-1.289	4.8
-1.294	4.5
-1.299	4.1
-1.305	4.0
-1.310	3.8
-1.315	3.7
-1.321	3.6
-1.326	3.3
-1.331	3.3
-1.337	3.3
-1.342	3.3
-1.347	3.2
-1.353	3.2
-1.358	3.1
-1.363	3.1
-1.369	3.0
-1.374	3.0
-1.379	3.0
-1.385	3.1
-1.390	3.1
-1.395	3.3
-1.401	3.4
-1.406	3.7
-1.411	4.0
-1.417	4.1
-1.422	4.5
-1.428	4.9
-1.433	5.5
-1.438	6.2
-1.444	7.3
-1.449	8.6
-1.454	10.1
-1.460	12.1
-1.465	14.5
-1.470	17.7
-1.476	21.6
-1.481	25.6
-1.486	29.8
-1.492	33.6
-1.497	36.2
-1.502	36.2
-1.508	33.6
-1.513	29.0
-1.518	23.7
-1.524	18.9
-1.529	14.9
-1.534	11.9
-1.540	9.6
-1.545	8.0
-1.550	6.7
-1.556	5.8
-1.561	5.0
-1.566	4.6
-1.572	4.2
-1.577	4.0
-1.582	3.7
-1.588	3.6
-1.593	3.3
-1.599	3.3
-1.604	3.3
-1.609	3.3
-1.615	3.3
-1.620	3.3
-1.625	3.3
-1.631	3.3
-1.636	3.3
-1.641	3.3
-1.647	3.3
-1.652	3.7
-1.657	3.7
-1.663	4.1
-1.668	4.2
-1.673	4.6
-1.679	5.3
-1.684	6.1
-1.689	7.0
-1.695	8.4
-1.700	10.1
-1.705	12.5
-1.711	15.7
-1.716	19.4
-1.721	23.7
-1.727	28.1
-1.732	32.1
-1.737	34.2
-1.743	34.0
-1.748	31.0
-1.753	25.9
-1.759	20.3
-1.764	15.6
-1.769	12.2
-1.775	9.7
-1.780	7.7
-1.786	6.5
-1.791	5.3
-1.796	4.9
-1.802	4.5
-1.807	4.1
-1.812	3.7
-1.818	3.6
-1.823	3.5
-1.828	3.4
-1.834	3.4
-1.839	3.3
-1.844	3.3
-1.850	3.3
-1.855	3.3
-1.860	3.3
-1.866	3.4
-1.871	3.6
-1.876	3.8
-1.882	4.1
-1.887	4.4
-1.892	4.9
-1.898	5.7
-1.903	6.5
-1.908	7.9
-1.914	9.7
-1.919	12.1
-1.924	15.3
-1.930	19.3
-1.935	23.6
-1.940	28.2
-1.946	32.4
-1.951	34.9
-1.956	33.4
-1.962	28.4
-1.967	22.1
-1.972	16.7
-1.978	12.5
-1.983	9.7
-1.989	7.7
-1.994	6.1
-1.999	5.3
-2.005	4.5
-2.010	4.1
-2.015	3.7
-2.021	3.3
-2.026	3.3
-2.031	3.3
-2.037	3.3
-2.042	3.3
-2.047	3.3
-2.053	3.3
-2.058	3.3
-2.063	3.3
-2.069	3.7
-2.074	3.7
-2.079	4.1
-2.085	4.5
-2.090	5.3
-2.095	6.1
-2.101	7.4
-2.106	9.0
-2.111	11.7
-2.117	15.0
-2.122	19.1
-2.127	23.7
-2.133	28.5
-2.138	32.5
-2.143	33.6
-2.149	30.1
-2.154	24.1
-2.159	18.1
-2.165	13.5
-2.170	10.1
-2.175	7.8
-2.181	6.1
-2.186	5.3
-2.191	4.5
-2.197	4.1
-2.202	3.7
-2.207	3.4
-2.213	3.3
-2.218	3.3
-2.223	3.3
-2.229	3.3
-2.234	3.3
-2.240	3.3
-2.245	3.3
-2.250	3.4
-2.256	3.7
-2.261	4.1
-2.266	4.9
-2.272	5.8
-2.277	7.0
-2.282	8.9
-2.288	11.4
-2.293	15.0
-2.298	19.1
-2.304	23.9
-2.309	28.9
-2.314	32.6
-2.320	32.1
-2.325	27.3
-2.330	20.9
-2.336	15.3
-2.341	11.2
-2.346	8.4
-2.352	6.4
-2.357	5.3
-2.362	4.5
-2.368	4.0
-2.373	3.6
-2.378	3.4
-2.384	3.3
-2.389	3.3
-2.394	3.3
-2.400	3.3
-2.405	3.3
-2.410	3.4
-2.416	3.6
-2.421	4.0
-2.426	4.4
-2.432	5.1
-2.437	6.1
-2.442	7.7
-2.448	9.7
-2.453	12.6
-2.458	16.2
-2.464	20.5
-2.469	25.4
-2.474	30.1
-2.480	31.3
-2.485	27.3
-2.490	21.2
-2.496	15.7
-2.501	11.4
-2.506	8.5
-2.512	6.5
-2.517	5.3
-2.522	4.5
-2.528	3.9
-2.533	3.5
-2.538	3.3
-2.544	3.3
-2.549	3.3
-2.554	3.3
-2.560	3.3
-2.565	3.4
-2.570	3.7
-2.576	4.1
-2.581	4.5
-2.586	5.3
-2.592	6.5
-2.597	8.1
-2.602	10.5
-2.608	13.7
-2.613	17.2
-2.619	21.4
-2.624	26.3
-2.629	29.6
-2.635	28.1
-2.640	22.7
-2.645	16.9
-2.651	12.2
-2.656	9.0
-2.661	6.7
-2.667	5.4
-2.672	4.5
-2.677	4.1
-2.683	3.7
-2.688	3.3
-2.693	3.1
-2.699	3.1
-2.704	3.1
-2.709	3.3
-2.715	3.7
-2.720	4.1
-2.725	4.4
-2.731	5.2
-2.736	6.6
-2.741	8.1
-2.747	10.1
-2.752	13.1
-2.757	16.6
-2.763	20.9
-2.768	25.6
-2.773	28.6
-2.779	26.6
-2.784	21.3
-2.789	15.7
-2.795	11.3
-2.800	8.3
-2.805	6.3
-2.811	5.1
-2.816	4.3
-2.821	3.8
-2.827	3.5
-2.832	3.3
-2.837	3.3
-2.843	3.3
-2.848	3.5
-2.853	3.7
-2.859	4.1
-2.864	4.5
-2.869	5.3
-2.875	6.4
-2.880	8.0
-2.885	10.3
-2.891	13.3
-2.896	17.0
-2.901	21.7
-2.907	26.3
-2.912	27.7
-2.917	24.1
-2.923	18.4
-2.928	13.3
-2.933	9.7
-2.939	7.0
-2.944	5.5
-2.949	4.6
-2.955	4.1
-2.960	3.7
-2.965	3.6
-2.971	3.5
-2.976	3.5
-2.981	3.5
-2.987	3.7
-2.992	4.1
-2.997	4.5
-3.003	5.4
-3.008	6.7
-3.013	8.6
-3.019	11.3
-3.024	14.5
-3.029	18.8
-3.035	23.8
-3.040	27.3
-3.045	25.7
-3.051	20.2
-3.056	14.6
-3.061	10.5
-3.067	7.7
-3.072	6.1
-3.077	4.9
-3.083	4.2
-3.088	3.7
-3.093	3.5
-3.099	3.3
-3.104	3.3
-3.109	3.3
-3.115	3.7
-3.120	4.1
-3.125	4.9
-3.131	5.7
-3.136	7.3
-3.141	9.3
-3.147	12.5
-3.152	16.1
-3.157	20.7
-3.163	25.3
-3.168	26.2
-3.173	22.3
-3.179	16.8
-3.184	12.0
-3.189	8.8
-3.195	6.5
-3.200	5.3
-3.205	4.4
-3.211	3.7
-3.216	3.4
-3.221	3.3
-3.227	3.3
-3.232	3.5
-3.237	3.7
-3.243	4.1
-3.248	4.9
-3.253	6.1
-3.259	7.7
-3.264	10.1
-3.269	13.1
-3.275	17.1
-3.280	22.4
-3.285	25.3
-3.291	22.3
-3.296	16.5
-3.301	11.3
-3.306	8.5
-3.312	6.5
-3.317	5.1
-3.322	4.2
-3.328	3.7
-3.333	3.3
-3.338	3.2
-3.344	3.2
-3.349	3.3
-3.354	3.7
-3.360	4.1
-3.365	4.9
-3.370	6.1
-3.376	7.7
-3.381	10.1
-3.386	13.0
-3.392	17.0
-3.397	22.1
-3.402	24.9
-3.408	22.5
-3.413	17.2
-3.418	12.1
-3.424	8.5
