&a / °	I1 / %
2.528	13.2
2.522	18.4
2.517	24.4
2.512	29.8
2.506	32.9
2.501	33.3
2.496	31.0
2.490	26.9
2.485	22.0
2.480	17.6
2.474	14.0
2.469	10.8
2.464	8.7
2.458	7.1
2.453	5.9
2.448	5.1
2.442	4.5
2.437	4.1
2.432	4.0
2.426	3.9
2.421	3.9
2.416	3.8
2.410	3.9
2.405	3.9
2.400	4.0
2.394	4.4
2.389	4.8
2.384	5.6
2.378	6.8
2.373	8.8
2.368	12.0
2.362	16.7
2.357	22.4
2.352	28.0
2.346	32.2
2.341	34.1
2.336	33.2
2.330	30.1
2.325	25.8
2.320	21.2
2.314	17.0
2.309	13.6
2.304	10.8
2.298	8.8
2.293	7.6
2.288	6.5
2.282	5.8
2.277	5.4
2.272	5.1
2.266	5.0
2.261	5.0
2.256	5.0
2.250	5.1
2.245	5.2
2.240	5.3
2.234	5.6
2.229	5.8
2.223	6.0
2.218	6.4
2.213	6.8
2.207	7.6
2.202	8.8
2.197	11.2
2.191	14.8
2.186	19.6
2.181	25.2
2.175	30.3
2.170	34.0
2.165	35.2
2.159	33.8
2.154	30.6
2.149	26.3
2.143	21.8
2.138	17.6
2.133	14.0
2.127	11.3
2.122	9.2
2.117	7.6
2.111	6.4
2.106	5.4
2.101	4.8
2.095	4.4
2.090	4.1
2.085	4.0
2.079	4.0
2.074	3.8
2.069	3.8
2.063	3.8
2.058	3.8
2.053	3.8
2.047	3.8
2.042	4.0
2.037	4.1
2.031	4.5
2.026	5.2
2.021	6.0
2.015	7.2
2.010	9.1
2.005	12.3
1.999	16.4
1.994	21.5
1.989	26.8
1.983	31.4
1.978	34.5
1.972	35.3
1.967	34.0
1.962	30.9
1.956	26.8
1.951	22.4
1.946	18.2
1.940	14.8
1.935	12.0
1.930	9.9
1.924	8.3
1.919	7.1
1.914	6.1
1.908	5.4
1.903	4.8
1.898	4.4
1.892	4.4
1.887	4.4
1.882	4.4
1.876	4.4
1.871	4.4
1.866	4.5
1.860	4.8
1.855	5.2
1.850	5.3
1.844	5.6
1.839	5.6
1.834	6.0
1.828	6.0
1.823	6.4
1.818	6.8
1.812	7.2
1.807	8.1
1.802	9.4
1.796	11.8
1.791	15.4
1.786	20.1
1.780	25.0
1.775	29.9
1.769	33.7
1.764	35.9
1.759	36.0
1.753	34.4
1.748	31.2
1.743	27.2
1.737	22.9
1.732	18.9
1.727	15.6
1.721	12.8
1.716	10.6
1.711	8.9
1.705	7.6
1.700	6.6
1.695	5.8
1.689	5.1
1.684	4.7
1.679	4.4
1.673	4.3
1.668	4.0
1.663	4.0
1.657	4.0
1.652	4.0
1.647	4.0
1.641	3.9
1.636	3.9
1.631	3.9
1.625	3.9
1.620	4.0
1.615	4.0
1.609	4.0
1.604	4.0
1.599	4.4
1.593	4.8
1.588	5.5
1.582	6.2
1.577	7.1
1.572	8.3
1.566	10.0
1.561	12.4
1.556	15.5
1.550	19.2
1.545	23.3
1.540	27.9
1.534	32.0
1.529	35.2
1.524	37.2
1.518	37.7
1.513	36.9
1.508	34.4
1.502	30.9
1.497	26.9
1.492	23.0
1.486	19.4
1.481	16.3
1.476	13.6
1.470	11.6
1.465	9.9
1.460	8.5
1.454	7.4
1.449	6.6
1.444	5.9
1.438	5.4
1.433	4.8
1.428	4.4
1.422	4.4
1.417	4.1
1.411	4.0
1.406	3.8
1.401	3.7
1.395	3.6
1.390	3.6
1.385	3.6
1.379	3.6
1.374	3.6
1.369	3.6
1.363	3.7
1.358	3.7
1.353	4.0
1.347	4.0
1.342	4.1
1.337	4.4
1.331	4.8
1.326	5.2
1.321	5.6
1.315	6.0
1.310	6.8
1.305	7.6
1.299	8.4
1.294	9.3
1.289	10.5
1.283	12.1
1.278	14.2
1.273	16.9
1.267	20.1
1.262	23.8
1.256	27.9
1.251	31.8
1.246	35.2
1.240	37.8
1.235	39.6
1.230	40.2
1.224	39.5
1.219	37.5
1.214	34.6
1.208	31.2
1.203	27.5
1.198	24.0
1.192	20.7
1.187	17.8
1.182	15.4
1.176	13.4
1.171	11.6
1.166	10.2
1.160	9.0
1.155	8.0
1.150	7.2
1.144	6.5
1.139	6.0
1.134	5.6
1.128	5.3
1.123	5.0
1.118	4.8
1.112	4.7
1.107	4.7
1.101	4.7
1.096	4.8
1.091	4.8
1.085	5.0
1.080	5.0
1.075	5.1
1.069	5.1
1.064	5.0
1.059	4.7
1.053	4.4
1.048	4.4
1.043	4.4
1.037	4.3
1.032	4.3
1.027	4.2
1.021	4.2
1.016	4.2
1.011	4.2
1.005	4.2
1.000	4.2
0.995	4.3
0.989	4.4
0.984	4.8
0.979	5.0
0.973	5.2
0.968	5.6
0.962	6.0
0.957	6.4
0.952	6.8
0.946	7.2
0.941	7.9
0.936	8.8
0.930	9.6
0.925	10.7
0.920	11.9
0.914	13.6
0.909	16.0
0.904	18.8
0.898	22.0
0.893	25.2
0.888	28.5
0.882	31.9
0.877	35.1
0.872	37.8
0.866	40.0
0.861	41.9
0.856	43.2
0.850	43.9
0.845	43.9
0.840	43.2
0.834	41.8
0.829	40.0
0.823	37.5
0.818	34.7
0.813	31.6
0.807	28.8
0.802	26.0
0.797	23.6
0.791	21.2
0.786	19.0
0.781	17.1
0.775	15.4
0.770	13.8
0.765	12.6
0.759	11.4
0.754	10.4
0.749	9.6
0.743	8.8
0.738	8.2
0.733	7.8
0.727	7.4
0.722	7.0
0.717	6.8
0.711	6.8
0.706	6.7
0.701	6.6
0.695	6.4
0.690	6.1
0.684	5.9
0.679	5.6
0.674	5.2
0.668	4.9
0.663	4.6
0.658	4.4
0.652	4.4
0.647	4.4
0.642	4.4
0.636	4.4
0.631	4.2
0.626	4.0
0.620	4.0
0.615	4.0
0.610	4.0
0.604	4.0
0.599	4.0
0.594	4.0
0.588	4.0
0.583	4.0
0.578	4.0
0.572	4.0
0.567	4.0
0.561	4.0
0.556	4.0
0.551	4.0
0.545	4.0
0.540	4.2
0.535	4.5
0.529	4.7
0.524	4.8
0.519	4.8
0.513	4.5
0.508	4.4
0.503	4.4
0.497	4.4
0.492	4.2
0.487	4.2
0.481	4.1
0.476	4.1
0.471	4.1
0.465	4.1
0.460	4.1
0.455	4.1
0.449	4.1
0.444	4.1
0.438	4.1
0.433	4.1
0.428	4.1
0.422	4.4
0.417	4.4
0.412	4.5
0.406	4.8
0.401	5.0
0.396	5.2
0.390	5.6
0.385	5.8
0.380	6.0
0.374	6.2
0.369	6.4
0.364	6.4
0.358	6.4
0.353	6.4
0.348	6.4
0.342	6.4
0.337	6.4
0.332	6.4
0.326	6.4
0.321	6.4
0.316	6.6
0.310	6.8
0.305	6.9
0.299	7.1
0.294	7.2
0.289	7.3
0.283	7.6
0.278	7.8
0.273	8.0
0.267	8.4
0.262	8.7
0.257	8.9
0.251	9.3
0.246	9.7
0.241	10.1
0.235	10.4
0.230	10.8
0.225	11.2
0.219	11.6
0.214	11.6
0.209	11.8
0.203	12.0
0.198	12.1
0.193	12.4
0.187	12.5
0.182	12.8
0.176	13.1
0.171	13.3
0.166	13.7
0.160	14.1
0.155	14.4
0.150	14.8
0.144	15.2
0.139	15.5
0.134	15.9
0.128	16.3
0.123	16.6
0.118	16.8
0.112	17.2
0.107	17.6
0.102	18.0
0.096	18.4
0.091	18.8
0.086	18.9
0.080	19.0
0.075	19.1
0.070	19.2
0.064	19.2
0.059	19.2
0.053	19.3
0.048	19.5
0.043	19.6
0.037	19.6
0.032	19.6
0.027	19.7
0.021	19.7
0.016	19.9
0.011	19.9
0.005	20.0
0.000	20.2
-0.005	20.1
-0.011	20.1
-0.016	20.0
-0.021	20.0
-0.027	20.0
-0.032	20.0
-0.037	20.0
-0.043	20.0
-0.048	19.6
-0.053	19.2
-0.059	18.8
-0.064	18.6
-0.070	18.3
-0.075	18.0
-0.080	17.7
-0.086	17.3
-0.091	17.2
-0.096	16.8
-0.102	16.5
-0.107	16.3
-0.112	16.0
-0.118	15.7
-0.123	15.5
-0.128	15.2
-0.134	14.9
-0.139	14.8
-0.144	14.6
-0.150	14.3
-0.155	14.0
-0.160	13.6
-0.166	13.3
-0.171	13.1
-0.176	12.5
-0.182	11.3
-0.187	10.3
-0.193	9.6
-0.198	9.6
-0.203	9.6
-0.209	9.2
-0.214	8.6
-0.219	8.2
-0.225	8.2
-0.230	8.6
-0.235	8.8
-0.241	8.8
-0.246	8.7
-0.251	8.4
-0.257	8.3
-0.262	8.3
-0.267	8.2
-0.273	8.2
-0.278	7.9
-0.283	7.5
-0.289	7.1
-0.294	6.8
-0.299	6.8
-0.305	6.8
-0.310	6.4
-0.316	6.4
-0.321	6.2
-0.326	6.0
-0.332	6.0
-0.337	6.0
-0.342	5.8
-0.348	5.8
-0.353	5.7
-0.358	5.7
-0.364	5.6
-0.369	5.6
-0.374	5.6
-0.380	5.6
-0.385	5.6
-0.390	5.6
-0.396	5.3
-0.401	5.2
-0.406	4.8
-0.412	4.7
-0.417	4.4
-0.422	4.4
-0.428	4.4
-0.433	4.4
-0.438	4.4
-0.444	4.4
-0.449	4.4
-0.455	4.4
-0.460	4.4
-0.465	4.4
-0.471	4.4
-0.476	4.4
-0.481	4.4
-0.487	4.4
-0.492	4.4
-0.497	4.4
-0.503	4.4
-0.508	4.4
-0.513	4.4
-0.519	4.3
-0.524	4.3
-0.529	4.2
-0.535	4.0
-0.540	4.0
-0.545	4.0
-0.551	4.0
-0.556	4.0
-0.561	4.0
-0.567	4.0
-0.572	4.0
-0.578	4.0
-0.583	4.1
-0.588	4.1
-0.594	4.2
-0.599	4.2
-0.604	4.2
-0.610	4.3
-0.615	4.3
-0.620	4.3
-0.626	4.3
-0.631	4.4
-0.636	4.4
-0.642	4.7
-0.647	4.9
-0.652	5.1
-0.658	5.3
-0.663	5.6
-0.668	5.7
-0.674	5.9
-0.679	6.1
-0.684	6.3
-0.690	6.6
-0.695	6.8
-0.701	7.2
-0.706	7.6
-0.711	8.0
-0.717	8.4
-0.722	9.2
-0.727	10.0
-0.733	10.8
-0.738	11.8
-0.743	12.9
-0.749	14.3
-0.754	15.7
-0.759	17.5
-0.765	19.6
-0.770	22.0
-0.775	24.6
-0.781	27.2
-0.786	30.0
-0.791	32.9
-0.797	35.7
-0.802	38.2
-0.807	40.4
-0.813	41.9
-0.818	42.7
-0.823	42.9
-0.829	42.6
-0.834	42.0
-0.840	40.7
-0.845	38.7
-0.850	36.3
-0.856	33.5
-0.861	30.5
-0.866	27.5
-0.872	24.4
-0.877	21.4
-0.882	18.7
-0.888	16.3
-0.893	14.3
-0.898	12.4
-0.904	11.1
-0.909	9.9
-0.914	8.9
-0.920	8.1
-0.925	7.4
-0.930	6.8
-0.936	6.4
-0.941	6.0
-0.946	5.7
-0.952	5.4
-0.957	5.2
-0.962	4.8
-0.968	4.5
-0.973	4.4
-0.979	4.4
-0.984	4.4
-0.989	4.4
-0.995	4.1
-1.000	4.1
-1.005	4.0
-1.011	4.0
-1.016	4.0
-1.021	4.0
-1.027	4.0
-1.032	4.0
-1.037	4.0
-1.043	4.0
-1.048	4.0
-1.053	4.0
-1.059	4.0
-1.064	4.0
-1.069	4.0
-1.075	4.0
-1.080	4.0
-1.085	4.4
-1.091	4.6
-1.096	4.9
-1.101	5.2
-1.107	5.6
-1.112	6.0
-1.118	6.4
-1.123	6.8
-1.128	7.6
-1.134	8.4
-1.139	9.2
-1.144	10.4
-1.150	12.0
-1.155	13.6
-1.160	15.6
-1.166	18.4
-1.171	21.8
-1.176	25.4
-1.182	29.0
-1.187	32.6
-1.192	35.9
-1.198	38.4
-1.203	39.8
-1.208	39.9
-1.214	39.0
-1.219	36.9
-1.224	34.0
-1.230	30.4
-1.235	26.5
-1.240	22.5
-1.246	18.9
-1.251	15.6
-1.256	13.2
-1.262	11.2
-1.267	9.6
-1.273	8.4
-1.278	7.5
-1.283	6.7
-1.289	6.1
-1.294	5.6
-1.299	5.2
-1.305	4.8
-1.310	4.4
-1.315	4.4
-1.321	4.4
-1.326	4.1
-1.331	4.0
-1.337	4.0
-1.342	4.0
-1.347	4.0
-1.353	4.0
-1.358	4.0
-1.363	4.0
-1.369	4.0
-1.374	4.0
-1.379	4.0
-1.385	4.0
-1.390	4.0
-1.395	4.0
-1.401	4.3
-1.406	4.8
-1.411	5.2
-1.417	5.6
-1.422	6.2
-1.428	6.9
-1.433	7.6
-1.438	8.8
-1.444	10.4
-1.449	12.4
-1.454	14.7
-1.460	17.5
-1.465	20.8
-1.470	24.8
-1.476	28.8
-1.481	32.6
-1.486	35.7
-1.492	37.6
-1.497	37.9
-1.502	36.5
-1.508	33.7
-1.513	30.0
-1.518	25.6
-1.524	21.2
-1.529	17.2
-1.534	14.0
-1.540	11.6
-1.545	9.6
-1.550	8.0
-1.556	7.0
-1.561	6.2
-1.566	5.6
-1.572	5.1
-1.577	4.7
-1.582	4.4
-1.588	4.4
-1.593	4.1
-1.599	4.0
-1.604	4.0
-1.609	4.0
-1.615	4.0
-1.620	4.0
-1.625	4.0
-1.631	4.0
-1.636	4.0
-1.641	4.0
-1.647	4.0
-1.652	4.4
-1.657	4.8
-1.663	5.2
-1.668	5.6
-1.673	6.4
-1.679	7.2
-1.684	8.4
-1.689	10.0
-1.695	12.0
-1.700	14.4
-1.705	17.6
-1.711	21.6
-1.716	26.2
-1.721	30.7
-1.727	34.6
-1.732	36.6
-1.737	36.3
-1.743	34.4
-1.748	31.2
-1.753	27.2
-1.759	22.4
-1.764	18.0
-1.769	14.4
-1.775	11.3
-1.780	9.2
-1.786	7.6
-1.791	6.7
-1.796	5.9
-1.802	5.2
-1.807	4.8
-1.812	4.4
-1.818	4.4
-1.823	4.4
-1.828	4.2
-1.834	4.2
-1.839	4.1
-1.844	4.1
-1.850	4.1
-1.855	4.1
-1.860	4.1
-1.866	4.1
-1.871	4.4
-1.876	4.8
-1.882	5.2
-1.887	5.9
-1.892	6.7
-1.898	7.8
-1.903	9.2
-1.908	11.1
-1.914	13.7
-1.919	17.0
-1.924	21.1
-1.930	25.6
-1.935	30.2
-1.940	33.9
-1.946	35.9
-1.951	35.9
-1.956	33.6
-1.962	29.5
-1.967	24.3
-1.972	19.1
-1.978	14.7
-1.983	11.5
-1.989	9.1
-1.994	7.5
-1.999	6.3
-2.005	5.5
-2.010	4.8
-2.015	4.4
-2.021	4.2
-2.026	4.0
-2.031	4.0
-2.037	4.0
-2.042	4.0
-2.047	4.0
-2.053	4.0
-2.058	4.0
-2.063	4.0
-2.069	4.4
-2.074	4.8
-2.079	5.4
-2.085	6.1
-2.090	7.2
-2.095	8.4
-2.101	10.4
-2.106	12.9
-2.111	16.4
-2.117	20.7
-2.122	25.4
-2.127	30.2
-2.133	33.8
-2.138	35.2
-2.143	34.2
-2.149	30.8
-2.154	26.0
-2.159	20.4
-2.165	15.6
-2.170	12.0
-2.175	9.3
-2.181	7.6
-2.186	6.4
-2.191	5.4
-2.197	4.8
-2.202	4.4
-2.207	4.3
-2.213	4.0
-2.218	4.0
-2.223	4.0
-2.229	4.0
-2.234	4.0
-2.240	4.0
-2.245	4.0
-2.250	4.3
-2.256	4.7
-2.261	5.4
-2.266	6.4
-2.272	8.0
-2.277	9.8
-2.282	12.4
-2.288	16.0
-2.293	20.3
-2.298	25.1
-2.304	30.0
-2.309	33.6
-2.314	34.8
-2.320	33.2
-2.325	28.9
-2.330	23.1
-2.336	17.5
-2.341	13.2
-2.346	10.0
-2.352	8.0
-2.357	6.4
-2.362	5.3
-2.368	4.8
-2.373	4.4
-2.378	4.1
-2.384	4.0
-2.389	4.0
-2.394	4.0
-2.400	4.0
-2.405	4.0
-2.410	4.2
-2.416	4.6
-2.421	5.2
-2.426	5.9
-2.432	6.9
-2.437	8.4
-2.442	10.4
-2.448	13.2
-2.453	16.8
-2.458	21.2
-2.464	26.2
-2.469	30.6
-2.474	33.2
-2.480	32.7
-2.485	29.1
-2.490	23.6
-2.496	18.0
-2.501	13.6
-2.506	10.2
-2.512	7.9
-2.517	6.3
-2.522	5.2
-2.528	4.8
-2.533	4.4
-2.538	4.0
-2.544	4.0
-2.549	4.0
-2.554	4.0
-2.560	4.0
-2.565	4.0
-2.570	4.4
-2.576	5.2
-2.581	6.0
-2.586	7.2
-2.592	8.8
-2.597	11.0
-2.602	14.0
-2.608	18.0
-2.613	22.4
-2.619	26.8
-2.624	30.4
-2.629	31.6
-2.635	29.6
-2.640	24.8
-2.645	19.3
-2.651	14.4
-2.656	10.8
-2.661	8.4
-2.667	6.8
-2.672	5.6
-2.677	4.8
-2.683	4.4
-2.688	4.0
-2.693	4.0
-2.699	4.0
-2.704	4.0
-2.709	4.0
-2.715	4.4
-2.720	5.2
-2.725	5.8
-2.731	6.8
-2.736	8.8
-2.741	10.8
-2.747	13.6
-2.752	17.2
-2.757	21.6
-2.763	26.1
-2.768	29.7
-2.773	30.8
-2.779	28.4
-2.784	23.6
-2.789	18.0
-2.795	13.5
-2.800	10.0
-2.805	7.7
-2.811	6.2
-2.816	5.2
-2.821	4.8
-2.827	4.4
-2.832	4.2
-2.837	4.2
-2.843	4.2
-2.848	4.4
-2.853	4.8
-2.859	5.2
-2.864	6.0
-2.869	7.2
-2.875	8.7
-2.880	10.7
-2.885	13.6
-2.891	17.3
-2.896	21.9
-2.901	26.5
-2.907	29.5
-2.912	29.5
-2.917	26.0
-2.923	20.8
-2.928	15.6
-2.933	11.6
-2.939	8.8
-2.944	6.8
-2.949	5.6
-2.955	4.8
-2.960	4.4
-2.965	4.4
-2.971	4.4
-2.976	4.4
-2.981	4.4
-2.987	4.8
-2.992	5.2
-2.997	6.0
-3.003	7.2
-3.008	8.8
-3.013	11.2
-3.019	14.5
-3.024	18.8
-3.029	23.6
-3.035	27.7
-3.040	29.6
-3.045	27.6
-3.051	22.7
-3.056	16.8
-3.061	12.3
-3.067	9.2
-3.072	7.2
-3.077	6.0
-3.083	5.2
-3.088	4.8
-3.093	4.4
-3.099	4.4
-3.104	4.4
-3.109	4.4
-3.115	4.8
-3.120	5.4
-3.125	6.2
-3.131	7.5
-3.136	9.5
-3.141	12.0
-3.147	15.6
-3.152	20.1
-3.157	24.9
-3.163	28.2
-3.168	28.1
-3.173	24.4
-3.179	19.2
-3.184	14.2
-3.189	10.5
-3.195	8.0
-3.200	6.3
-3.205	5.2
-3.211	4.7
-3.216	4.3
-3.221	4.2
-3.227	4.2
-3.232	4.3
-3.237	4.7
-3.243	5.5
-3.248	6.4
-3.253	8.0
-3.259	10.0
-3.264	12.8
-3.269	16.4
-3.275	21.2
-3.280	26.0
-3.285	27.9
-3.291	24.4
-3.296	18.6
-3.301	13.2
-3.306	10.0
-3.312	7.7
-3.317	6.0
-3.322	5.0
-3.328	4.4
-3.333	4.0
-3.338	4.0
-3.344	4.0
-3.349	4.0
-3.354	4.4
-3.360	5.2
-3.365	6.3
-3.370	7.9
-3.376	10.0
-3.381	12.8
-3.386	16.4
-3.392	21.1
-3.397	25.3
-3.402	27.0
-3.408	24.6
-3.413	19.6
-3.418	14.4
-3.424	10.4
